cflo,human,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011252155.1,NP_004605.4,4.00E-65,208,9.00E-66,208
XP_011252158.1,NP_001135977.1,0,687,0,701
XP_011252158.1,NP_001335120.1,0,687,0,701
XP_011252158.1,NP_001335121.1,0,655,0,669
XP_011252158.1,NP_004906.3,0,686,0,707
XP_011252158.1,NP_058198.2,0,682,0,704
XP_011252158.1,NP_071452.2,0,687,0,701
XP_011252158.1,NP_997057.1,0,682,0,704
XP_011252158.1,NP_997510.1,0,682,0,702
XP_011252158.1,NP_997511.1,0,682,0,702
XP_011252158.1,NP_997512.1,0,681,0,703
XP_011252158.1,XP_011528108.1,0,686,0,707
XP_011252158.1,XP_024307909.1,0,658,0,679
XP_011252166.1,NP_001035807.1,3.00E-73,220,9.00E-64,194
XP_011252166.1,NP_002096.1,6.00E-75,225,3.00E-64,196
XP_011252166.1,NP_003500.1,7.00E-74,221,2.00E-64,196
XP_011252166.1,NP_003501.1,7.00E-74,221,2.00E-64,196
XP_011252166.1,NP_003502.1,7.00E-74,221,2.00E-64,196
XP_011252166.1,NP_003503.1,3.00E-73,220,1.00E-63,194
XP_011252166.1,NP_003504.2,3.00E-73,220,6.00E-64,194
XP_011252166.1,NP_003505.1,7.00E-74,221,2.00E-64,196
XP_011252166.1,NP_003507.1,3.00E-73,220,9.00E-64,194
XP_011252166.1,NP_003508.1,9.00E-73,219,5.00E-64,195
XP_011252166.1,NP_066390.1,3.00E-73,220,6.00E-64,194
XP_011252166.1,NP_066408.1,7.00E-74,221,2.00E-64,196
XP_011252166.1,NP_066409.1,2.00E-73,221,4.00E-64,195
XP_011252166.1,NP_066544.1,2.00E-73,220,1.00E-64,196
XP_011252166.1,NP_254280.1,8.00E-73,219,2.00E-63,193
XP_011252166.1,NP_542163.1,3.00E-73,220,1.00E-64,196
XP_011252166.1,NP_734466.1,4.00E-73,219,8.00E-65,197
XP_011252166.1,NP_778235.1,8.00E-74,221,1.00E-64,196
XP_011252166.1,NP_808760.1,4.00E-73,219,2.00E-64,196
XP_011252167.1,NP_001273006.1,3.00E-41,150,3.00E-53,179
XP_011252167.1,XP_016873363.1,3.00E-41,150,3.00E-53,179
XP_011252171.1,NP_001403.1,2.00E-73,221,1.00E-76,228
XP_011252171.1,NP_004672.2,8.00E-73,220,5.00E-76,226
XP_011252179.1,NP_001123654.1,1.00E-177,506,2.00E-175,499
XP_011252179.1,NP_001530.1,0,516,8.00E-178,505
XP_011252179.1,NP_061072.3,3.00E-177,506,4.00E-175,499
XP_011252179.1,XP_005254592.1,1.00E-177,506,2.00E-175,499
XP_011252179.1,XP_006720664.1,1.00E-177,506,2.00E-175,499
XP_011252203.1,NP_037394.2,2.00E-108,334,2.00E-111,340
XP_011252204.1,NP_569730.1,1.00E-38,130,3.00E-39,130
XP_011252205.1,NP_065147.1,7.00E-131,415,8.00E-130,410
XP_011252206.1,NP_116249.2,6.00E-106,329,2.00E-115,352
XP_011252207.1,NP_009174.1,7.00E-24,100,3.00E-32,121
XP_011252208.1,NP_009174.1,8.00E-24,99.8,4.00E-32,120
XP_011252216.2,NP_001317224.1,0,722,0,725
XP_011252216.2,NP_003911.2,0,723,0,726
XP_011252219.1,NP_001245211.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,NP_001341503.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,NP_001341504.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,NP_689783.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_011516026.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_011516030.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_016869792.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_016869793.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_016869794.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_016869795.1,2.00E-36,148,1.00E-34,140
XP_011252219.1,XP_016869796.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,NP_001245211.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,NP_001341503.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,NP_001341504.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,NP_689783.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_011516026.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_011516030.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_016869792.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_016869793.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_016869794.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_016869795.1,2.00E-36,148,1.00E-34,140
XP_011252220.1,XP_016869796.1,2.00E-36,148,1.00E-34,140
XP_011252221.1,NP_001245211.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,NP_001341503.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,NP_001341504.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,NP_689783.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_011516026.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_011516030.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_016869792.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_016869793.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_016869794.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_016869795.1,2.00E-36,149,2.00E-34,140
XP_011252221.1,XP_016869796.1,2.00E-36,149,2.00E-34,140
XP_011252222.1,NP_001295025.1,2.00E-120,370,5.00E-121,370
XP_011252222.1,NP_001311026.2,1.00E-122,373,3.00E-123,373
XP_011252222.1,NP_001311027.2,9.00E-126,383,2.00E-126,383
XP_011252222.1,NP_115958.2,3.00E-125,382,8.00E-126,382
XP_011252222.1,XP_005255696.3,3.00E-121,370,6.00E-122,370
XP_011252222.1,XP_011521018.1,4.00E-119,366,1.00E-119,366
XP_011252222.1,XP_016879275.2,5.00E-122,375,1.00E-122,375
XP_011252222.1,XP_016879276.2,8.00E-120,369,2.00E-120,369
XP_011252223.1,NP_061953.2,2.00E-23,99.8,1.00E-30,118
XP_011252223.1,NP_085048.1,3.00E-26,105,2.00E-30,115
XP_011252223.1,XP_006719903.1,2.00E-23,99.8,1.00E-30,118
XP_011252228.1,NP_001119603.1,0,932,0,938
XP_011252228.1,NP_002684.1,0,932,0,938
XP_011252230.1,NP_001290453.1,0,785,0,791
XP_011252230.1,NP_006077.2,0,815,0,815
XP_011252230.1,NP_115914.1,0,785,0,791
XP_011252232.2,NP_001295051.1,2.00E-90,298,1.00E-87,289
XP_011252232.2,NP_003050.2,4.00E-95,310,1.00E-91,299
XP_011252232.2,NP_003051.1,7.00E-95,309,8.00E-92,299
XP_011252234.1,NP_005029.1,1.00E-92,288,3.00E-93,288
XP_011252237.1,NP_001269096.1,7.00E-66,221,7.00E-70,230
XP_011252237.1,NP_073736.2,1.00E-67,228,1.00E-74,245
XP_011252237.1,NP_982299.1,7.00E-67,226,5.00E-74,243
XP_011252237.1,NP_982300.1,2.00E-67,228,7.00E-75,246
XP_011252237.1,NP_982301.1,8.00E-67,226,6.00E-74,243
XP_011252238.1,NP_001269096.1,7.00E-66,221,7.00E-70,230
XP_011252238.1,NP_073736.2,1.00E-67,228,1.00E-74,245
XP_011252238.1,NP_982299.1,7.00E-67,226,5.00E-74,243
XP_011252238.1,NP_982300.1,2.00E-67,228,7.00E-75,246
XP_011252238.1,NP_982301.1,8.00E-67,226,6.00E-74,243
XP_011252239.1,NP_001269096.1,7.00E-66,221,7.00E-70,230
XP_011252239.1,NP_073736.2,1.00E-67,228,1.00E-74,245
XP_011252239.1,NP_982299.1,7.00E-67,226,5.00E-74,243
XP_011252239.1,NP_982300.1,2.00E-67,228,7.00E-75,246
XP_011252239.1,NP_982301.1,8.00E-67,226,6.00E-74,243
XP_011252240.1,NP_001269096.1,7.00E-66,221,7.00E-70,230
XP_011252240.1,NP_073736.2,1.00E-67,228,1.00E-74,245
XP_011252240.1,NP_982299.1,7.00E-67,226,5.00E-74,243
XP_011252240.1,NP_982300.1,2.00E-67,228,7.00E-75,246
XP_011252240.1,NP_982301.1,8.00E-67,226,6.00E-74,243
XP_011252241.1,NP_001269096.1,5.00E-66,222,3.00E-69,228
XP_011252241.1,NP_073736.2,1.00E-67,228,4.00E-74,243
XP_011252241.1,NP_982299.1,4.00E-67,227,5.00E-73,241
XP_011252241.1,NP_982300.1,6.00E-68,229,1.00E-73,242
XP_011252241.1,NP_982301.1,1.00E-66,225,2.00E-72,239
XP_011252242.1,NP_061847.2,2.00E-113,350,9.00E-112,345
XP_011252242.1,XP_011534207.1,2.00E-113,350,9.00E-112,345
XP_011252242.1,XP_011534208.1,2.00E-113,350,9.00E-112,345
XP_011252242.1,XP_011534209.1,2.00E-113,350,9.00E-112,345
XP_011252242.1,XP_016866447.1,2.00E-113,350,9.00E-112,345
XP_011252243.1,NP_061847.2,2.00E-113,350,9.00E-112,345
XP_011252243.1,XP_011534207.1,2.00E-113,350,9.00E-112,345
XP_011252243.1,XP_011534208.1,2.00E-113,350,9.00E-112,345
XP_011252243.1,XP_011534209.1,2.00E-113,350,9.00E-112,345
XP_011252243.1,XP_016866447.1,2.00E-113,350,9.00E-112,345
XP_011252244.2,NP_945327.3,0,749,0,749
XP_011252245.1,NP_008817.1,1.00E-09,52,2.00E-10,52
XP_011252246.1,NP_008817.1,1.00E-09,52,2.00E-10,52
XP_011252261.2,NP_001292031.1,0,705,0,705
XP_011252261.2,NP_009202.1,0,705,0,705
XP_011252261.2,NP_055815.1,0,703,0,709
XP_011252261.2,XP_006715051.1,0,705,0,705
XP_011252261.2,XP_006715052.1,0,705,0,705
XP_011252261.2,XP_006719121.1,0,703,0,709
XP_011252261.2,XP_024304657.1,0,674,0,524
XP_011252261.2,XP_024304658.1,0,674,0,524
XP_011252261.2,XP_024304659.1,0,674,0,524
XP_011252261.2,XP_024304660.1,0,674,0,524
XP_011252261.2,XP_024304661.1,0,674,0,524
XP_011252261.2,XP_024304662.1,0,703,0,709
XP_011252261.2,XP_024304663.1,0,703,0,709
XP_011252261.2,XP_024304664.1,0,703,0,709
XP_011252261.2,XP_024304665.1,0,703,0,709
XP_011252266.1,NP_001243633.1,2.00E-96,302,2.00E-90,284
XP_011252266.1,NP_001254511.1,2.00E-96,302,2.00E-90,284
XP_011252266.1,XP_016866178.1,2.00E-96,302,2.00E-90,284
XP_011252276.1,NP_000817.3,0,752,0,727
XP_011252276.1,NP_000818.2,0,735,0,710
XP_011252276.1,NP_000819.3,0,760,0,734
XP_011252276.1,NP_000820.4,0,761,0,737
XP_011252276.1,NP_001070711.2,0,736,0,712
XP_011252276.1,NP_001077088.1,0,745,0,719
XP_011252276.1,NP_001077089.1,0,731,0,705
XP_011252276.1,NP_001107655.1,0,736,0,712
XP_011252276.1,NP_015564.5,0,766,0,741
XP_011252276.1,XP_005271575.1,0,758,0,733
XP_011252276.1,XP_006718886.1,0,761,0,737
XP_011252276.1,XP_011541077.1,0,743,0,718
XP_011252277.1,NP_000817.3,0,751,0,726
XP_011252277.1,NP_000818.2,0,735,0,709
XP_011252277.1,NP_000819.3,0,760,0,733
XP_011252277.1,NP_000820.4,0,759,0,734
XP_011252277.1,NP_001070711.2,0,736,0,712
XP_011252277.1,NP_001077088.1,0,744,0,719
XP_011252277.1,NP_001077089.1,0,731,0,705
XP_011252277.1,NP_001107655.1,0,736,0,711
XP_011252277.1,NP_015564.5,0,766,0,741
XP_011252277.1,XP_005271575.1,0,756,0,731
XP_011252277.1,XP_006718886.1,0,759,0,734
XP_011252277.1,XP_011541077.1,0,743,0,719
XP_011252278.1,NP_000817.3,0,751,0,726
XP_011252278.1,NP_000818.2,0,735,0,709
XP_011252278.1,NP_000819.3,0,760,0,733
XP_011252278.1,NP_000820.4,0,759,0,734
XP_011252278.1,NP_001070711.2,0,736,0,712
XP_011252278.1,NP_001077088.1,0,744,0,719
XP_011252278.1,NP_001077089.1,0,731,0,705
XP_011252278.1,NP_001107655.1,0,736,0,711
XP_011252278.1,NP_015564.5,0,766,0,741
XP_011252278.1,XP_005271575.1,0,756,0,731
XP_011252278.1,XP_006718886.1,0,759,0,734
XP_011252278.1,XP_011541077.1,0,743,0,719
XP_011252280.1,NP_002086.1,4.00E-106,316,5.00E-108,319
XP_011252280.1,XP_016868852.1,4.00E-106,316,5.00E-108,319
XP_011252280.1,XP_016868853.1,4.00E-106,316,5.00E-108,319
XP_011252280.1,XP_024302906.1,4.00E-106,316,5.00E-108,319
XP_011252285.1,NP_000351.2,2.00E-154,458,2.00E-155,459
XP_011252285.1,NP_954986.2,6.00E-154,458,7.00E-155,459
XP_011252285.1,NP_954987.2,6.00E-154,458,5.00E-155,459
XP_011252285.1,XP_011518637.1,2.00E-154,458,2.00E-155,459
XP_011252286.1,NP_004727.2,0,745,0,764
XP_011252287.1,NP_005856.1,8.00E-75,250,4.00E-77,254
XP_011252288.1,NP_005856.1,8.00E-75,250,4.00E-77,254
XP_011252290.1,NP_001027017.1,0,815,0,817
XP_011252290.1,NP_001138607.1,0,832,0,833
XP_011252290.1,NP_001138609.1,0,832,0,833
XP_011252290.1,NP_001867.2,0,833,0,835
XP_011252290.1,NP_004368.1,0,832,0,833
XP_011252290.1,NP_689451.1,0,832,0,833
XP_011252290.1,NP_689452.1,0,832,0,833
XP_011252290.1,XP_005273819.1,0,833,0,836
XP_011252290.1,XP_005273820.1,0,816,0,819
XP_011252290.1,XP_016872709.1,0,833,0,835
XP_011252291.1,NP_001027017.1,0,825,0,825
XP_011252291.1,NP_001138607.1,0,840,0,840
XP_011252291.1,NP_001138609.1,0,840,0,840
XP_011252291.1,NP_001867.2,0,842,0,842
XP_011252291.1,NP_004368.1,0,840,0,840
XP_011252291.1,NP_689451.1,0,840,0,840
XP_011252291.1,NP_689452.1,0,840,0,840
XP_011252291.1,XP_005273819.1,0,843,0,843
XP_011252291.1,XP_005273820.1,0,825,0,825
XP_011252291.1,XP_016872709.1,0,842,0,842
XP_011252292.1,NP_001027017.1,0,827,0,827
XP_011252292.1,NP_001138607.1,0,846,0,846
XP_011252292.1,NP_001138609.1,0,846,0,846
XP_011252292.1,NP_001867.2,0,845,0,845
XP_011252292.1,NP_004368.1,0,846,0,846
XP_011252292.1,NP_689451.1,0,846,0,846
XP_011252292.1,NP_689452.1,0,846,0,846
XP_011252292.1,XP_005273819.1,0,845,0,845
XP_011252292.1,XP_005273820.1,0,828,0,828
XP_011252292.1,XP_016872709.1,0,845,0,845
XP_011252293.1,NP_001317170.1,2.00E-57,202,7.00E-54,191
XP_011252293.1,NP_689794.1,4.00E-58,205,1.00E-55,197
XP_011252302.1,NP_001123199.1,3.00E-137,460,7.00E-133,446
XP_011252302.1,NP_001123200.1,3.00E-137,460,7.00E-133,446
XP_011252302.1,NP_001123201.1,3.00E-137,460,7.00E-133,446
XP_011252302.1,XP_011521287.1,3.00E-137,460,7.00E-133,446
XP_011252302.1,XP_011521288.1,3.00E-137,460,7.00E-133,446
XP_011252302.1,XP_011521289.1,3.00E-137,460,7.00E-133,446
XP_011252302.1,XP_011521290.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,NP_001123199.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,NP_001123200.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,NP_001123201.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,XP_011521287.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,XP_011521288.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,XP_011521289.1,3.00E-137,460,7.00E-133,446
XP_011252303.1,XP_011521290.1,3.00E-137,460,7.00E-133,446
XP_011252304.1,NP_001123199.1,2.00E-137,460,5.00E-133,446
XP_011252304.1,NP_001123200.1,2.00E-137,460,5.00E-133,446
XP_011252304.1,NP_001123201.1,2.00E-137,460,5.00E-133,446
XP_011252304.1,XP_011521287.1,2.00E-137,460,5.00E-133,446
XP_011252304.1,XP_011521288.1,2.00E-137,460,5.00E-133,446
XP_011252304.1,XP_011521289.1,2.00E-137,460,5.00E-133,446
XP_011252304.1,XP_011521290.1,2.00E-137,460,5.00E-133,446
XP_011252305.2,NP_060389.2,5.00E-38,140,1.00E-48,167
XP_011252305.2,XP_011517122.1,5.00E-38,140,1.00E-48,167
XP_011252305.2,XP_011517123.1,5.00E-38,140,1.00E-48,167
XP_011252307.1,XP_006722278.1,1.00E-167,538,8.00E-173,551
XP_011252307.1,XP_016880966.1,3.00E-175,558,3.00E-180,570
XP_011252323.1,NP_001243654.1,0,684,0,697
XP_011252323.1,NP_001243656.1,0,674,0,686
XP_011252323.1,NP_006581.2,0,684,0,697
XP_011252324.1,NP_001338653.1,0,988,0,1001
XP_011252324.1,NP_001338654.1,0,962,0,980
XP_011252324.1,NP_001338655.1,0,962,0,980
XP_011252324.1,NP_001338656.1,0,963,0,981
XP_011252324.1,NP_001338657.1,0,964,0,981
XP_011252324.1,NP_055062.1,0,963,0,979
XP_011252324.1,XP_005263415.1,0,989,0,1002
XP_011252324.1,XP_005263416.1,0,987,0,1000
XP_011252324.1,XP_005263417.1,0,989,0,1001
XP_011252324.1,XP_005263418.1,0,990,0,1002
XP_011252324.1,XP_006714483.1,0,989,0,1002
XP_011252324.1,XP_006714485.1,0,962,0,981
XP_011252324.1,XP_011530727.1,0,962,0,981
XP_011252324.1,XP_011530728.1,0,962,0,981
XP_011252324.1,XP_016864345.1,0,987,0,999
XP_011252324.1,XP_024310054.1,0,963,0,980
XP_011252324.1,XP_024310055.1,0,963,0,980
XP_011252328.1,NP_001338653.1,0,987,0,1000
XP_011252328.1,NP_001338654.1,0,961,0,978
XP_011252328.1,NP_001338655.1,0,961,0,978
XP_011252328.1,NP_001338656.1,0,962,0,980
XP_011252328.1,NP_001338657.1,0,962,0,980
XP_011252328.1,NP_055062.1,0,962,0,979
XP_011252328.1,XP_005263415.1,0,988,0,1000
XP_011252328.1,XP_005263416.1,0,984,0,998
XP_011252328.1,XP_005263417.1,0,988,0,1000
XP_011252328.1,XP_005263418.1,0,988,0,1001
XP_011252328.1,XP_006714483.1,0,988,0,1001
XP_011252328.1,XP_006714485.1,0,961,0,979
XP_011252328.1,XP_011530727.1,0,961,0,979
XP_011252328.1,XP_011530728.1,0,961,0,979
XP_011252328.1,XP_016864345.1,0,985,0,998
XP_011252328.1,XP_024310054.1,0,961,0,978
XP_011252328.1,XP_024310055.1,0,961,0,978
XP_011252329.1,NP_001338653.1,0,962,0,979
XP_011252329.1,NP_001338654.1,0,964,0,980
XP_011252329.1,NP_001338655.1,0,964,0,980
XP_011252329.1,NP_001338656.1,0,964,0,981
XP_011252329.1,NP_001338657.1,0,964,0,982
XP_011252329.1,NP_055062.1,0,964,0,981
XP_011252329.1,XP_005263415.1,0,962,0,980
XP_011252329.1,XP_005263416.1,0,960,0,978
XP_011252329.1,XP_005263417.1,0,962,0,980
XP_011252329.1,XP_005263418.1,0,963,0,979
XP_011252329.1,XP_006714483.1,0,962,0,980
XP_011252329.1,XP_006714485.1,0,964,0,981
XP_011252329.1,XP_011530727.1,0,964,0,981
XP_011252329.1,XP_011530728.1,0,964,0,981
XP_011252329.1,XP_016864345.1,0,961,0,978
XP_011252329.1,XP_024310054.1,0,964,0,981
XP_011252329.1,XP_024310055.1,0,964,0,981
XP_011252330.1,NP_001338653.1,0,962,0,979
XP_011252330.1,NP_001338654.1,0,964,0,980
XP_011252330.1,NP_001338655.1,0,964,0,980
XP_011252330.1,NP_001338656.1,0,964,0,981
XP_011252330.1,NP_001338657.1,0,964,0,982
XP_011252330.1,NP_055062.1,0,964,0,981
XP_011252330.1,XP_005263415.1,0,962,0,980
XP_011252330.1,XP_005263416.1,0,960,0,978
XP_011252330.1,XP_005263417.1,0,962,0,980
XP_011252330.1,XP_005263418.1,0,963,0,979
XP_011252330.1,XP_006714483.1,0,962,0,980
XP_011252330.1,XP_006714485.1,0,964,0,981
XP_011252330.1,XP_011530727.1,0,964,0,981
XP_011252330.1,XP_011530728.1,0,964,0,981
XP_011252330.1,XP_016864345.1,0,961,0,978
XP_011252330.1,XP_024310054.1,0,964,0,981
XP_011252330.1,XP_024310055.1,0,964,0,981
XP_011252332.1,NP_001010867.1,1.00E-56,194,2.00E-58,197
XP_011252335.1,NP_001338653.1,0,962,0,979
XP_011252335.1,NP_001338654.1,0,963,0,981
XP_011252335.1,NP_001338655.1,0,963,0,981
XP_011252335.1,NP_001338656.1,0,964,0,982
XP_011252335.1,NP_001338657.1,0,964,0,981
XP_011252335.1,NP_055062.1,0,964,0,980
XP_011252335.1,XP_005263415.1,0,962,0,979
XP_011252335.1,XP_005263416.1,0,960,0,978
XP_011252335.1,XP_005263417.1,0,963,0,980
XP_011252335.1,XP_005263418.1,0,963,0,980
XP_011252335.1,XP_006714483.1,0,963,0,979
XP_011252335.1,XP_006714485.1,0,963,0,982
XP_011252335.1,XP_011530727.1,0,963,0,981
XP_011252335.1,XP_011530728.1,0,963,0,982
XP_011252335.1,XP_016864345.1,0,961,0,978
XP_011252335.1,XP_024310054.1,0,962,0,981
XP_011252335.1,XP_024310055.1,0,962,0,981
XP_011252336.1,NP_001338653.1,0,986,0,998
XP_011252336.1,NP_001338654.1,0,960,0,976
XP_011252336.1,NP_001338655.1,0,960,0,976
XP_011252336.1,NP_001338656.1,0,960,0,977
XP_011252336.1,NP_001338657.1,0,960,0,977
XP_011252336.1,NP_055062.1,0,959,0,977
XP_011252336.1,XP_005263415.1,0,986,0,998
XP_011252336.1,XP_005263416.1,0,984,0,997
XP_011252336.1,XP_005263417.1,0,986,0,998
XP_011252336.1,XP_005263418.1,0,986,0,999
XP_011252336.1,XP_006714483.1,0,986,0,999
XP_011252336.1,XP_006714485.1,0,960,0,978
XP_011252336.1,XP_011530727.1,0,960,0,978
XP_011252336.1,XP_011530728.1,0,960,0,978
XP_011252336.1,XP_016864345.1,0,984,0,995
XP_011252336.1,XP_024310054.1,0,960,0,977
XP_011252336.1,XP_024310055.1,0,960,0,977
XP_011252337.1,NP_001338653.1,0,962,0,980
XP_011252337.1,NP_001338654.1,0,963,0,981
XP_011252337.1,NP_001338655.1,0,963,0,981
XP_011252337.1,NP_001338656.1,0,963,0,981
XP_011252337.1,NP_001338657.1,0,964,0,981
XP_011252337.1,NP_055062.1,0,962,0,980
XP_011252337.1,XP_005263415.1,0,963,0,979
XP_011252337.1,XP_005263416.1,0,960,0,977
XP_011252337.1,XP_005263417.1,0,963,0,979
XP_011252337.1,XP_005263418.1,0,962,0,979
XP_011252337.1,XP_006714483.1,0,962,0,979
XP_011252337.1,XP_006714485.1,0,962,0,981
XP_011252337.1,XP_011530727.1,0,962,0,980
XP_011252337.1,XP_011530728.1,0,962,0,981
XP_011252337.1,XP_016864345.1,0,960,0,977
XP_011252337.1,XP_024310054.1,0,962,0,981
XP_011252337.1,XP_024310055.1,0,962,0,981
XP_011252347.1,NP_001341655.1,9.00E-112,365,5.00E-121,388
XP_011252347.1,NP_001341658.1,2.00E-111,369,1.00E-120,392
XP_011252347.1,NP_004619.3,3.00E-111,369,9.00E-121,392
XP_011252351.1,NP_057147.2,1.00E-39,139,4.00E-50,164
XP_011252352.1,NP_002534.1,1.00E-07,54.3,3.00E-08,54.3
XP_011252353.1,NP_002534.1,8.00E-08,54.7,2.00E-08,54.7
XP_011252356.1,NP_001681.2,0,1088,0,1088
XP_011252357.1,NP_003358.1,4.00E-36,135,7.00E-37,136
XP_011252357.1,NP_997174.1,2.00E-36,135,2.00E-37,135
XP_011252358.1,NP_001014402.1,0,593,0,593
XP_011252358.1,NP_115492.1,0,593,0,593
XP_011252358.1,XP_005266631.1,0,593,0,593
XP_011252358.1,XP_024305191.1,0,593,0,593
XP_011252358.1,XP_024305192.1,0,593,0,593
XP_011252359.1,NP_001295374.1,2.00E-89,265,3.00E-90,265
XP_011252359.1,NP_079422.1,3.00E-90,267,6.00E-91,267
XP_011252360.1,NP_005348.2,2.00E-116,381,2.00E-115,377
XP_011252360.1,XP_005258995.1,2.00E-118,380,6.00E-118,377
XP_011252360.1,XP_005258996.2,3.00E-118,380,1.00E-117,377
XP_011252360.1,XP_005258997.1,8.00E-119,380,2.00E-118,377
XP_011252360.1,XP_006723281.1,8.00E-119,380,2.00E-118,377
XP_011252360.1,XP_016882299.1,8.00E-119,380,2.00E-118,377
XP_011252361.1,NP_005348.2,2.00E-116,381,2.00E-115,377
XP_011252361.1,XP_005258995.1,2.00E-118,380,6.00E-118,377
XP_011252361.1,XP_005258996.2,3.00E-118,380,1.00E-117,377
XP_011252361.1,XP_005258997.1,8.00E-119,380,2.00E-118,377
XP_011252361.1,XP_006723281.1,8.00E-119,380,2.00E-118,377
XP_011252361.1,XP_016882299.1,8.00E-119,380,2.00E-118,377
XP_011252362.1,NP_001315611.1,3.00E-77,266,3.00E-31,130
XP_011252363.1,NP_001315611.1,2.00E-75,262,1.00E-29,125
XP_011252364.1,NP_001013.1,1.00E-66,205,2.00E-67,205
XP_011252364.1,NP_001308412.1,1.00E-66,205,2.00E-67,205
XP_011252364.1,NP_001308413.1,1.00E-66,205,2.00E-67,205
XP_011252364.1,XP_016882602.1,1.00E-63,198,4.00E-64,198
XP_011252365.1,NP_001013.1,1.00E-66,205,2.00E-67,205
XP_011252365.1,NP_001308412.1,1.00E-66,205,2.00E-67,205
XP_011252365.1,NP_001308413.1,1.00E-66,205,2.00E-67,205
XP_011252365.1,XP_016882602.1,1.00E-63,198,4.00E-64,198
XP_011252367.1,NP_001014402.1,0,591,0,596
XP_011252367.1,NP_115492.1,0,591,0,596
XP_011252367.1,XP_005266631.1,0,591,0,596
XP_011252367.1,XP_024305191.1,0,591,0,596
XP_011252367.1,XP_024305192.1,0,591,0,596
XP_011252368.1,NP_055112.2,3.00E-102,304,5.00E-103,304
XP_011252368.1,XP_005258744.1,9.00E-100,297,2.00E-100,297
XP_011252369.1,NP_001234925.1,0,757,0,778
XP_011252369.1,NP_001349853.1,0,752,0,775
XP_011252369.1,NP_001349854.1,0,753,0,773
XP_011252369.1,NP_001349855.1,0,757,0,776
XP_011252369.1,NP_003878.1,0,728,0,801
XP_011252369.1,NP_060952.2,0,756,0,778
XP_011252369.1,XP_006711961.1,0,728,0,801
XP_011252369.1,XP_006716626.1,0,752,0,775
XP_011252369.1,XP_006716627.1,0,753,0,774
XP_011252369.1,XP_011508705.1,0,720,0,792
XP_011252369.1,XP_011515354.1,0,752,0,775
XP_011252369.1,XP_011515355.1,0,753,0,774
XP_011252370.1,NP_001128663.1,0,727,0,807
XP_011252370.1,NP_001234925.1,0,758,0,778
XP_011252370.1,NP_001349853.1,0,753,0,773
XP_011252370.1,NP_001349854.1,0,752,0,773
XP_011252370.1,NP_001349855.1,0,756,0,776
XP_011252370.1,NP_003878.1,0,728,0,810
XP_011252370.1,NP_060952.2,0,758,0,777
XP_011252370.1,XP_006711961.1,0,728,0,809
XP_011252370.1,XP_006711965.1,0,727,0,807
XP_011252370.1,XP_006716626.1,0,753,0,773
XP_011252370.1,XP_006716627.1,0,753,0,773
XP_011252370.1,XP_011515354.1,0,753,0,773
XP_011252370.1,XP_011515355.1,0,753,0,773
XP_011252371.1,NP_001128663.1,0,778,0,801
XP_011252371.1,NP_001234925.1,0,757,0,777
XP_011252371.1,NP_001349853.1,0,752,0,775
XP_011252371.1,NP_001349854.1,0,753,0,772
XP_011252371.1,NP_001349855.1,0,756,0,776
XP_011252371.1,NP_060952.2,0,756,0,778
XP_011252371.1,XP_006711965.1,0,778,0,801
XP_011252371.1,XP_006716626.1,0,752,0,775
XP_011252371.1,XP_006716627.1,0,753,0,774
XP_011252371.1,XP_011508709.1,0,768,0,792
