"human_name","human_ID","mouse_ID","drosophila_ID","baboon_ID","rat_ID","zebrafish_ID","anopheles_ID","aedes_ID","cflo_ID"
"vesicle-fusing ATPase","NSF","ENSMUSG00000020739","FBgn0034310","ENSPANG00000023450","ENSRNOG00000037238","ENSDARG00000098595","AGAP011849","AAEL009431","LOC105257970"
"vesicle-fusing ATPase","NSF","ENSMUSG00000020740","FBgn0030141","ENSPANG00000023455","ENSRNOG00000007988","ENSDARG00000103015","AGAP003198","AAEL013275","LOC105257970"
NA,"ARL17A","ENSMUSG00000046756","FBgn0032236","ENSPANG00000023454","ENSRNOG00000003971","ENSDARG00000105444","AGAP003198","AAEL012918",NA
NA,"ARL17B","ENSMUSG00000020744","FBgn0037852","ENSPANG00000023452","ENSRNOG00000003563","ENSDARG00000075220","AGAP009438","AAEL012025",NA
NA,"LINC02210-CRHR1","ENSMUSG00000059923","FBgn0004638","ENSPANG00000023508","ENSRNOG00000014496","ENSDARG00000074260","AGAP003155","AAEL006174",NA
"corticotropin-releasing factor receptor 1 isoform 2 precursor","CRHR1","ENSMUSG00000020747","FBgn0022153","ENSPANG00000023508","ENSRNOG00000014742","ENSDARG00000091205",NA,NA,"LOC105258083"
NA,"LINC02210-CRHR1","ENSMUSG00000034471","FBgn0039249","ENSPANG00000023508","ENSRNOG00000009566","ENSDARG00000068995","AGAP001421","AAEL002384",NA
"corticotropin-releasing factor receptor 1 isoform 2 precursor","CRHR1","ENSMUSG00000020782","FBgn0002121","ENSPANG00000023511","ENSRNOG00000009681","ENSDARG00000051770","AGAP007731","AAEL015006","LOC105258083"
"cell division cycle protein 27 homolog isoform 1, cell division cycle protein 27 homolog isoform 2, cell division cycle protein 27 homolog isoform 3, cell division cycle protein 27 homolog isoform X1","CDC27","ENSMUSG00000016559","FBgn0014857","ENSPANG00000023530","ENSRNOG00000013169","ENSDARG00000051775","AGAP006885",NA,"LOC105251080"
NA,"MYL4","ENSMUSG00000016559","FBgn0004828","ENSPANG00000023531","ENSRNOG00000023375","ENSDARG00000068928","AGAP001957",NA,NA
"tRNA N(3)-methylcytidine methyltransferase METTL2B","METTL2B","ENSMUSG00000034341","FBgn0036318","ENSPANG00000023539","ENSRNOG00000012240","ENSDARG00000086304",NA,"AAEL012733","LOC105248708"
"tRNA N(3)-methylcytidine methyltransferase METTL2A","METTL2A","ENSMUSG00000020775","FBgn0030552","ENSPANG00000026424","ENSRNOG00000012121","ENSDARG00000070265",NA,"AAEL007442","LOC105248708"
"angiotensin-converting enzyme isoform 2 precursor, angiotensin-converting enzyme isoform X1","ACE","ENSMUSG00000020777","FBgn0027572","ENSPANG00000023533","ENSRNOG00000011887","ENSDARG00000075379","AGAP001151","AAEL007402","LOC105258144"
"angiotensin-converting enzyme isoform 2 precursor, angiotensin-converting enzyme isoform X1","ACE","ENSMUSG00000092300","FBgn0004107","ENSPANG00000023533","ENSRNOG00000011452","ENSDARG00000090182",NA,"AAEL009857","LOC105258144"
NA,NA,"ENSMUSG00000020780","FBgn0035947","ENSPANG00000023142","ENSRNOG00000011366","ENSDARG00000074937","AGAP006623","AAEL004910",NA
NA,NA,"ENSMUSG00000020792","FBgn0266667","ENSPANG00000023113","ENSRNOG00000011060","ENSDARG00000051732","AGAP000367","AAEL004319",NA
"DDB1- and CUL4-associated factor 7","DCAF7","ENSMUSG00000020802","FBgn0027512","ENSPANG00000023097","ENSRNOG00000010337","ENSDARG00000051736","AGAP003655","AAEL011718","LOC105252476"
"translational activator of cytochrome c oxidase 1","TACO1","ENSMUSG00000056962","FBgn0038948",NA,"ENSRNOG00000010337","ENSDARG00000051734","AGAP003199","AAEL014383","LOC105250227"
NA,"STRADA","ENSMUSG00000090266","FBgn0038396","ENSPANG00000023084","ENSRNOG00000010337","ENSDARG00000070286","AGAP002454","AAEL012130",NA
"coiled-coil domain-containing protein 47 precursor, coiled-coil domain-containing protein 47 isoform X1","CCDC47","ENSMUSG00000034120","FBgn0265298","ENSPANG00000023087","ENSRNOG00000009252","ENSDARG00000070280","AGAP001341","AAEL001356","LOC112637031"
"ATP-dependent RNA helicase DDX42, ATP-dependent RNA helicase DDX42 isoform X1, ATP-dependent RNA helicase DDX42 isoform X2","DDX42","ENSMUSG00000020818","FBgn0038053","ENSPANG00000023029","ENSRNOG00000009069","ENSDARG00000086604","AGAP005891","AAEL012122","LOC105249957"
"pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3","FTSJ3","ENSMUSG00000020823","FBgn0031814","ENSPANG00000023030","ENSRNOG00000008891","ENSDARG00000029406","AGAP010677","AAEL009027","LOC105253491"
"26S proteasome regulatory subunit 8 isoform 2, 26S proteasome regulatory subunit 8 isoform 1, 26S proteasome regulatory subunit 8 isoform X1, 26S proteasome regulatory subunit 8 isoform X2","PSMC5","ENSMUSG00000025571","FBgn0051992","ENSPANG00000023034","ENSRNOG00000008704","ENSDARG00000088686","AGAP003029","AAEL013943","LOC105253885"
NA,"SCN4A","ENSMUSG00000048277","FBgn0033876","ENSPANG00000023021","ENSRNOG00000022582","ENSDARG00000105314","AGAP003789","AAEL002823",NA
NA,"ERN1","ENSMUSG00000017718","FBgn0031821","ENSPANG00000023018","ENSRNOG00000012681","ENSDARG00000099123","AGAP010017","AAEL012584",NA
"probable ATP-dependent RNA helicase DDX5 isoform a, probable ATP-dependent RNA helicase DDX5 isoform b","DDX5","ENSMUSG00000017713","FBgn0039094","ENSPANG00000023017","ENSRNOG00000012681","ENSDARG00000100906",NA,NA,"LOC105254902, LOC105254903, LOC105255133"
NA,"SMURF2","ENSMUSG00000017715","FBgn0038649","ENSPANG00000022997","ENSRNOG00000013780","ENSDARG00000100279","AGAP003619","AAEL010746",NA
"importin subunit alpha-1","KPNA2","ENSMUSG00000033987","FBgn0013812","ENSPANG00000022991","ENSRNOG00000014209","ENSDARG00000105400","AGAP001749","AAEL010746","LOC105258605"
NA,"BPTF","ENSMUSG00000033987","FBgn0267433","ENSPANG00000022993","ENSRNOG00000058663","ENSDARG00000086552","AGAP005472","AAEL010746",NA
NA,"NOL11","ENSMUSG00000017132","FBgn0086779","ENSPANG00000022980","ENSRNOG00000004000","ENSDARG00000100024","AGAP002564","AAEL010746",NA
NA,NA,"ENSMUSG00000017466","FBgn0025879","ENSPANG00000022982",NA,"ENSDARG00000105478","AGAP002933","AAEL010746",NA
"26S proteasome non-ATPase regulatory subunit 12 isoform 1, 26S proteasome non-ATPase regulatory subunit 12 isoform X1","PSMD12","ENSMUSG00000025575","FBgn0037900",NA,"ENSRNOG00000005515","ENSDARG00000105366","AGAP011708","AAEL010746","LOC105252623"
"protein kinase C alpha type, protein kinase C alpha type isoform X1","PRKCA","ENSMUSG00000039963","FBgn0262123","ENSPANG00000022101","ENSRNOG00000005538","ENSDARG00000098595","AGAP007054",NA,"LOC105256106"
NA,"AXIN2","ENSMUSG00000025580","FBgn0037573","ENSPANG00000003448","ENSRNOG00000003276","ENSDARG00000103015","AGAP007055",NA,NA
"guanine nucleotide-binding protein subunit alpha-13 isoform 1","GNA13","ENSMUSG00000005043","FBgn0038660","ENSPANG00000022118","ENSRNOG00000058308","ENSDARG00000105444",NA,"AAEL010746","LOC105259283"
NA,"WIPI1","ENSMUSG00000039908","FBgn0039736","ENSPANG00000022130","ENSRNOG00000007455","ENSDARG00000075220",NA,"AAEL010746",NA
"cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a, cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1","PRKAR1A","ENSMUSG00000025371","FBgn0034744","ENSPANG00000022128","ENSRNOG00000007523","ENSDARG00000074260","AGAP001153","AAEL010746","LOC105251590"
"dual specificity mitogen-activated protein kinase kinase 6 isoform 1, dual specificity mitogen-activated protein kinase kinase 6 isoform X1","MAP2K6","ENSMUSG00000025372","FBgn0052082","ENSPANG00000022125","ENSRNOG00000007578","ENSDARG00000091205","AGAP006173","AAEL013612","LOC105257778"
"inward rectifier potassium channel 2","KCNJ2","ENSMUSG00000062825","FBgn0000043","ENSPANG00000022125","ENSRNOG00000021780","ENSDARG00000068995","AGAP006172",NA,"LOC105249359"
"inward rectifier potassium channel 2","KCNJ2","ENSMUSG00000062825","FBgn0000042","ENSPANG00000008702","ENSRNOG00000008287","ENSDARG00000051770","AGAP005898",NA,"LOC105249359"
"zinc transporter ZIP11 isoform 1, zinc transporter ZIP11 isoform 2, zinc transporter ZIP11 isoform X1, zinc transporter ZIP11 isoform X2","SLC39A11","ENSMUSG00000025380","FBgn0003447","ENSPANG00000008702","ENSRNOG00000009466","ENSDARG00000051775","AGAP005056","AAEL010843","LOC105258294"
"conserved oligomeric Golgi complex subunit 1","COG1","ENSMUSG00000039703","FBgn0039348","ENSPANG00000022144","ENSRNOG00000052864","ENSDARG00000068928","AGAP012763","AAEL000258","LOC105249941"
"60S ribosomal protein L38","RPL38","ENSMUSG00000025793","FBgn0031450","ENSPANG00000022153","ENSRNOG00000061543","ENSDARG00000086304","AGAP008844","AAEL007144","LOC105257758"
"protein tweety homolog 2 isoform 1","TTYH2","ENSMUSG00000039640","FBgn0011787","ENSPANG00000022164",NA,"ENSDARG00000070265",NA,"AAEL001896","LOC105257144"
"protein tweety homolog 2 isoform 1","TTYH2","ENSMUSG00000025792","FBgn0027610","ENSPANG00000022170","ENSRNOG00000002612","ENSDARG00000075379","AGAP003140","AAEL003817","LOC105257144"
"dynein intermediate chain 2, axonemal isoform 2, dynein intermediate chain 2, axonemal isoform 3, dynein intermediate chain 2, axonemal isoform 1, dynein intermediate chain 2, axonemal isoform X1, dynein intermediate chain 2, axonemal isoform X2, dynein intermediate chain 2, axonemal isoform X3, dynein intermediate chain 2, axonemal isoform X5, dynein intermediate chain 2, axonemal isoform X6","DNAI2","ENSMUSG00000025130","FBgn0014002","ENSPANG00000022177","ENSRNOG00000030091","ENSDARG00000090182","AGAP008427","AAEL000452","LOC105258482"
"kinesin-like protein KIF19, kinesin-like protein KIF19 isoform X3, kinesin-like protein KIF19 isoform X1, kinesin-like protein KIF19 isoform X2","KIF19","ENSMUSG00000025132","FBgn0036921","ENSPANG00000022171","ENSRNOG00000046368","ENSDARG00000074937",NA,"AAEL007845","LOC105251745"
"N-acetyltransferase 9 isoform 2, N-acetyltransferase 9 isoform 1, N-acetyltransferase 9 isoform 5, N-acetyltransferase 9 isoform 6, N-acetyltransferase 9 isoform 7, N-acetyltransferase 9 isoform X1","NAT9","ENSMUSG00000025134","FBgn0010774","ENSPANG00000022270","ENSRNOG00000002757","ENSDARG00000051732","AGAP012330","AAEL003743","LOC105256403"
"transmembrane protein 104 isoform 1, transmembrane protein 104 isoform X1","TMEM104","ENSMUSG00000025135","FBgn0250903","ENSPANG00000022269","ENSRNOG00000034013","ENSDARG00000051736","AGAP007998","AAEL003150","LOC105251924"
NA,NA,"ENSMUSG00000025137","FBgn0032482","ENSPANG00000022267","ENSRNOG00000002778","ENSDARG00000051734","AGAP005058","AAEL003770",NA
"Usher syndrome type-1G protein isoform 1","USH1G","ENSMUSG00000025140","FBgn0038516","ENSPANG00000022386","ENSRNOG00000027891","ENSDARG00000070286","AGAP001440","AAEL011202","LOC105255620"
"protein HID1, protein HID1 isoform X1","HID1","ENSMUSG00000025140","FBgn0015781","ENSPANG00000022265","ENSRNOG00000027891","ENSDARG00000070280","AGAP010160","AAEL013064","LOC105259140"
"peptidyl-tRNA hydrolase ICT1, mitochondrial isoform 1 precursor, peptidyl-tRNA hydrolase ICT1, mitochondrial isoform X1","MRPL58","ENSMUSG00000025142","FBgn0064126","ENSPANG00000022259","ENSRNOG00000027857","ENSDARG00000086604","AGAP001602","AAEL013064","LOC105255773"
"ATP synthase subunit d, mitochondrial isoform a","ATP5PD","ENSMUSG00000018012","FBgn0010333","ENSPANG00000022285","ENSRNOG00000027857","ENSDARG00000029406","AGAP004670","AAEL005321","LOC105254923"
"BTB/POZ domain-containing protein KCTD2","KCTD2","ENSMUSG00000039450","FBgn0030968","ENSPANG00000022280","ENSRNOG00000027818","ENSDARG00000088686","AGAP003477","AAEL012995","LOC105253562"
"armadillo repeat-containing protein 7 isoform 1","ARMC7","ENSMUSG00000025150","FBgn0030968","ENSPANG00000022304","ENSRNOG00000027711","ENSDARG00000105314","AGAP004605","AAEL013213","LOC105252064"
"small ubiquitin-related modifier 2 isoform a precursor","SUMO2","ENSMUSG00000025158","FBgn0011591","ENSPANG00000022304","ENSRNOG00000027654","ENSDARG00000099123","AGAP006164","AAEL011790","LOC105250709"
"nuclear pore complex protein Nup85 isoform 2, nuclear pore complex protein Nup85 isoform 1","NUP85","ENSMUSG00000025156","FBgn0027057","ENSPANG00000022305","ENSRNOG00000003576","ENSDARG00000100906","AGAP002221","AAEL002970","LOC105259465"
NA,"GGA3","ENSMUSG00000025155","FBgn0031238","ENSPANG00000022307","ENSRNOG00000003679","ENSDARG00000100279","AGAP003727","AAEL009526",NA
"28S ribosomal protein S7, mitochondrial","MRPS7","ENSMUSG00000025153","FBgn0042627","ENSPANG00000022309","ENSRNOG00000003919","ENSDARG00000105400","AGAP010497","AAEL010427","LOC105249098"
"mitochondrial thiamine pyrophosphate carrier, mitochondrial thiamine pyrophosphate carrier isoform X1","SLC25A19","ENSMUSG00000025153","FBgn0027571","ENSPANG00000022319","ENSRNOG00000003967","ENSDARG00000086552",NA,"AAEL001623","LOC105256250"
"growth factor receptor-bound protein 2 isoform 1","GRB2","ENSMUSG00000025161","FBgn0023549","ENSPANG00000022313","ENSRNOG00000004288","ENSDARG00000100024","AGAP009508","AAEL004295","LOC105251887"
"transmembrane protein 94 isoform 2, transmembrane protein 94 isoform 3, transmembrane protein 94 isoform 4, transmembrane protein 94 isoform 5, transmembrane protein 94 isoform 1, transmembrane protein 94 isoform X14, transmembrane protein 94 isoform X4, transmembrane protein 94 isoform X1, transmembrane protein 94 isoform X2, transmembrane protein 94 isoform X5, transmembrane protein 94 isoform X6, transmembrane protein 94 isoform X7, transmembrane protein 94 isoform X8, transmembrane protein 94 isoform X9, transmembrane protein 94 isoform X11, transmembrane protein 94 isoform X12, transmembrane protein 94 isoform X13, transmembrane protein 94 isoform X15, transmembrane protein 94 isoform X17, transmembrane protein 94 isoform X18","TMEM94","ENSMUSG00000025162","FBgn0002413","ENSPANG00000022313","ENSRNOG00000004291","ENSDARG00000105478","AGAP012358","AAEL009984","LOC105252626"
NA,"CASKIN2","ENSMUSG00000025173","FBgn0037648","ENSPANG00000022313","ENSRNOG00000001858","ENSDARG00000105366","AGAP006593","AAEL009984",NA
NA,"LLGL2","ENSMUSG00000025170","FBgn0030391","ENSPANG00000022313","ENSRNOG00000005769","ENSDARG00000098595",NA,"AAEL000134",NA
NA,"H3F3B","ENSMUSG00000039230","FBgn0027509",NA,"ENSRNOG00000007496","ENSDARG00000103015","AGAP005175","AAEL014838",NA
NA,"H3F3B","ENSMUSG00000039198","FBgn0262867","ENSPANG00000022328","ENSRNOG00000007845","ENSDARG00000105444","AGAP007394","AAEL011534",NA
NA,"WBP2","ENSMUSG00000020671","FBgn0015789","ENSPANG00000022362","ENSRNOG00000008921","ENSDARG00000075220","AGAP005499","AAEL009937",NA
"39S ribosomal protein L38, mitochondrial precursor","MRPL38","ENSMUSG00000020668","FBgn0004381","ENSPANG00000022360","ENSRNOG00000008921","ENSDARG00000074260","AGAP005502",NA,"LOC105257668"
"peroxisomal acyl-coenzyme A oxidase 1 isoform a, peroxisomal acyl-coenzyme A oxidase 1 isoform b","ACOX1","ENSMUSG00000071454","FBgn0033739","ENSPANG00000022373","ENSRNOG00000050323","ENSDARG00000091205","AGAP005500","AAEL007820","LOC105249948"
"cyclin-dependent kinase 3","CDK3","ENSMUSG00000020658","FBgn0086784","ENSPANG00000012782","ENSRNOG00000009819","ENSDARG00000068995","AGAP005501","AAEL004295","LOC105253817"
"signal recognition particle subunit SRP68 isoform 1","SRP68","ENSMUSG00000020654","FBgn0023416","ENSPANG00000022378","ENSRNOG00000010363","ENSDARG00000051770","AGAP005503","AAEL002528","LOC105255978"
"exocyst complex component 7 isoform 1, exocyst complex component 7 isoform 4, exocyst complex component 7 isoform 5, exocyst complex component 7 isoform 6, exocyst complex component 7 isoform 8, exocyst complex component 7 isoform 10, exocyst complex component 7 isoform X4","EXOC7","ENSMUSG00000096199","FBgn0038446","ENSPANG00000022378","ENSRNOG00000025338","ENSDARG00000051775","AGAP009280","AAEL001269","LOC105250218"
NA,"UBE2O","ENSMUSG00000020640","FBgn0023388","ENSPANG00000022441","ENSRNOG00000002358","ENSDARG00000068928","AGAP009280",NA,NA
"bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 isoform 1, bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 isoform 2","JMJD6","ENSMUSG00000037361","FBgn0035692","ENSPANG00000022444","ENSRNOG00000002358","ENSDARG00000086304","AGAP011858","AAEL001329","LOC105249169"
"methyltransferase-like protein 23 isoform 1","METTL23","ENSMUSG00000037669","FBgn0035206","ENSPANG00000022445","ENSRNOG00000002358","ENSDARG00000070265","AGAP001209","AAEL002375","LOC105254488"
NA,"SRSF2","ENSMUSG00000054364","FBgn0014020","ENSPANG00000014872","ENSRNOG00000002358","ENSDARG00000075379",NA,"AAEL011382",NA
NA,"SRSF8","ENSMUSG00000066643","FBgn0035264","ENSPANG00000022449",NA,"ENSDARG00000090182","AGAP003033","AAEL013394",NA
"UNC93-like protein MFSD11 isoform 1","MFSD11","ENSMUSG00000020608","FBgn0266282","ENSPANG00000022461","ENSRNOG00000002338","ENSDARG00000074937","AGAP006436","AAEL005092","LOC105254486"
"SEC14-like protein 1 isoform b, SEC14-like protein 1 isoform a","SEC14L1","ENSMUSG00000020589","FBgn0052066","ENSPANG00000022459","ENSRNOG00000002436","ENSDARG00000051732","AGAP007333","AAEL009371","LOC105248120"
NA,"TNRC6C","ENSMUSG00000037149","FBgn0015075","ENSPANG00000022479","ENSRNOG00000002456","ENSDARG00000051736","AGAP010304","AAEL005380",NA
"synaptogyrin-2 isoform 1","SYNGR2","ENSMUSG00000020580","FBgn0026181","ENSPANG00000022496","ENSRNOG00000046318","ENSDARG00000051734","AGAP003883","AAEL003712","LOC105257959"
"kynurenine formamidase isoform 2, kynurenine formamidase isoform 1","AFMID","ENSMUSG00000045679","FBgn0035517","ENSPANG00000022492","ENSRNOG00000002535","ENSDARG00000070286","AGAP003021","AAEL003723","LOC105253611"
NA,NA,"ENSMUSG00000020571","FBgn0025678","ENSPANG00000022500","ENSRNOG00000002626","ENSDARG00000070280","AGAP011563",NA,NA
"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial precursor, CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform X1, CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform X5, CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform X6","PGS1","ENSMUSG00000061458","FBgn0261535","ENSPANG00000022601","ENSRNOG00000002626","ENSDARG00000086604","AGAP010179","AAEL009670","LOC105250312"
"dynein heavy chain 17, axonemal, dynein heavy chain 17, axonemal isoform X1, dynein heavy chain 17, axonemal isoform X2","DNAH17","ENSMUSG00000011179","FBgn0013307","ENSPANG00000022636","ENSRNOG00000002644","ENSDARG00000029406",NA,"AAEL009670","LOC105257532"
"dynein heavy chain 17, axonemal, dynein heavy chain 17, axonemal isoform X1, dynein heavy chain 17, axonemal isoform X2","DNAH17","ENSMUSG00000011179","FBgn0013308","ENSPANG00000022651","ENSRNOG00000002671","ENSDARG00000088686","AGAP005428","AAEL009670","LOC105257532"
"cytohesin-1 isoform 3, cytohesin-1 isoform 5, cytohesin-1 isoform 6, cytohesin-1 isoform 1, cytohesin-1 isoform 2, cytohesin-1 isoform X4","CYTH1","ENSMUSG00000071379","FBgn0013303","ENSPANG00000022746","ENSRNOG00000002693","ENSDARG00000105314","AGAP001335","AAEL009670","LOC105257872"
NA,"TIMP2","ENSMUSG00000052632","FBgn0050372","ENSPANG00000022822","ENSRNOG00000002749","ENSDARG00000099123","AGAP001335","AAEL009670",NA
"soluble calcium-activated nucleotidase 1, soluble calcium-activated nucleotidase 1 isoform X1","CANT1","ENSMUSG00000054309","FBgn0261065","ENSPANG00000022821","ENSRNOG00000002835","ENSDARG00000100906","AGAP010496","AAEL009670","LOC105258280"
"coiled-coil domain-containing protein 40 isoform 1, coiled-coil domain-containing protein 40 isoform X1","CCDC40","ENSMUSG00000052593","FBgn0039734","ENSPANG00000022828","ENSRNOG00000002948","ENSDARG00000100279",NA,NA,"LOC105255629"
"eukaryotic initiation factor 4A-III","EIF4A3","ENSMUSG00000020649","FBgn0011704","ENSPANG00000018531","ENSRNOG00000003273","ENSDARG00000105400","AGAP002893","AAEL005217","LOC105256835"
"N-sulphoglucosamine sulphohydrolase isoform 1 precursor","SGSH","ENSMUSG00000020646","FBgn0033476","ENSPANG00000022833","ENSRNOG00000003330","ENSDARG00000086552",NA,"AAEL001616","LOC105249090"
"sodium-independent sulfate anion transporter, sodium-independent sulfate anion transporter isoform X3, sodium-independent sulfate anion transporter isoform X1, sodium-independent sulfate anion transporter isoform X2","SLC26A11","ENSMUSG00000036333","FBgn0261554","ENSPANG00000022831","ENSRNOG00000003724","ENSDARG00000100024",NA,"AAEL001616","LOC105249384, LOC105254337"
