"mouse_ID","drosophila_ID","orthotype_mouse_drosophila","omagroup_mouse_drosophila"
"ENSMUSG00000021884","FBgn0034488","1:1",865657
"ENSMUSG00000021900","FBgn0052751","1:m",NA
"ENSMUSG00000021900","FBgn0040069","1:m",780153
"ENSMUSG00000021900","FBgn0029848","1:m",NA
"ENSMUSG00000021905","FBgn0037883","1:1",854936
"ENSMUSG00000013701","FBgn0058042","n:1",NA
"ENSMUSG00000021913","FBgn0010352","n:1",NA
"ENSMUSG00000021919","FBgn0000303","1:1",775316
"ENSMUSG00000100241","FBgn0015323","1:1",548373
"ENSMUSG00000021936","FBgn0000229","n:1",NA
"ENSMUSG00000021794","FBgn0001098","1:1",856178
"ENSMUSG00000021799","FBgn0019940","1:m",NA
"ENSMUSG00000021799","FBgn0003248","1:m",NA
"ENSMUSG00000021799","FBgn0002940","1:m",657284
"ENSMUSG00000041028","FBgn0037506","1:m",857141
"ENSMUSG00000041028","FBgn0030263","1:m",NA
"ENSMUSG00000037824","FBgn0031760","n:1",NA
"ENSMUSG00000037798","FBgn0005278","n:1",NA
"ENSMUSG00000021831","FBgn0261274","n:1",NA
"ENSMUSG00000021832","FBgn0028685","1:1",848757
"ENSMUSG00000037722","FBgn0039690","1:1",NA
"ENSMUSG00000037712","FBgn0035498","n:m",843339
"ENSMUSG00000037712","FBgn0036688","n:m",NA
"ENSMUSG00000015759","FBgn0000339","n:1",860022
"ENSMUSG00000062014","FBgn0028894","n:1",835197
"ENSMUSG00000037580","FBgn0003162","1:1",NA
"ENSMUSG00000037572","FBgn0033890","1:1",724746
"ENSMUSG00000037526","FBgn0039636","1:1",853495
"ENSMUSG00000021846","FBgn0025574","n:1",NA
"ENSMUSG00000061244","FBgn0266673","1:1",720832
"ENSMUSG00000006289","FBgn0036615","1:1",804776
"ENSMUSG00000115338","FBgn0035348","n:1",861633
"ENSMUSG00000021871","FBgn0035348","n:1",NA
"ENSMUSG00000068417","FBgn0035348","n:1",NA
"ENSMUSG00000004561","FBgn0032168","1:1",809337
"ENSMUSG00000072572","FBgn0033096","1:m",NA
"ENSMUSG00000072572","FBgn0038312","1:m",NA
"ENSMUSG00000004558","FBgn0043070","n:1",NA
"ENSMUSG00000008813","FBgn0266417","n:1",NA
"ENSMUSG00000035726","FBgn0002183","1:1",547016
"ENSMUSG00000049532","FBgn0027339","1:1",NA
"ENSMUSG00000022174","FBgn0263852","1:1",842813
"ENSMUSG00000040997","FBgn0033226","1:1",547493
"ENSMUSG00000000959","FBgn0027615","1:1",792592
"ENSMUSG00000010406","FBgn0033208","1:1",830891
"ENSMUSG00000023110","FBgn0015925","1:1",850473
"ENSMUSG00000022193","FBgn0029134","n:1",860128
"ENSMUSG00000022185","FBgn0030054","1:1",NA
"ENSMUSG00000022180","FBgn0002778","1:1",NA
"ENSMUSG00000022194","FBgn0005648","1:1",547478
"ENSMUSG00000022199","FBgn0038260","1:1",NA
"ENSMUSG00000040752","FBgn0264695","n:1",NA
"ENSMUSG00000053093","FBgn0264695","n:1",548660
"ENSMUSG00000022204","FBgn0031736","1:1",852335
"ENSMUSG00000022209","FBgn0035588","n:1",NA
"ENSMUSG00000022210","FBgn0035588","n:1",508556
"ENSMUSG00000040618","FBgn0034356","n:m",862559
"ENSMUSG00000040618","FBgn0003067","n:m",NA
"ENSMUSG00000022214","FBgn0034527","1:1",547631
"ENSMUSG00000002319","FBgn0042178","1:m",NA
"ENSMUSG00000002319","FBgn0042177","1:m",858802
"ENSMUSG00000007591","FBgn0031784","1:1",550935
"ENSMUSG00000010376","FBgn0032725","1:1",754151
"ENSMUSG00000040472","FBgn0037293","1:1",831368
"ENSMUSG00000019297","FBgn0033169","1:1",853994
"ENSMUSG00000022220","FBgn0004852","n:1",NA
"ENSMUSG00000022223","FBgn0033769","1:1",779421
"ENSMUSG00000061068","FBgn0050082","1:1",NA
"ENSMUSG00000021947","FBgn0030737","1:1",547411
"ENSMUSG00000040040","FBgn0016919","1:1",547457
"ENSMUSG00000021951","FBgn0031777","1:1",823080
"ENSMUSG00000021963","FBgn0024491","n:1",NA
"ENSMUSG00000021969","FBgn0033474","n:1",NA
"ENSMUSG00000021981","FBgn0017572","n:1",NA
"ENSMUSG00000021983","FBgn0259221","n:1",NA
"ENSMUSG00000063895","FBgn0038722","n:1",554202
"ENSMUSG00000114797","FBgn0038722","n:1",NA
"ENSMUSG00000021987","FBgn0028497","n:1",496533
"ENSMUSG00000021990","FBgn0015803","n:1",NA
"ENSMUSG00000021993","FBgn0033038","1:1",708022
"ENSMUSG00000035296","FBgn0025391","n:1",769009
"ENSMUSG00000043157","FBgn0038915","1:1",NA
"ENSMUSG00000021929","FBgn0027338","n:1",NA
"ENSMUSG00000021930","FBgn0038564","1:1",842748
"ENSMUSG00000021932","FBgn0030507","1:1",761019
"ENSMUSG00000014547","FBgn0032246","n:1",NA
"ENSMUSG00000021939","FBgn0030521","1:1",767901
"ENSMUSG00000021953","FBgn0036997","1:1",547107
"ENSMUSG00000035078","FBgn0035945","1:1",496540
"ENSMUSG00000035067","FBgn0052579","1:1",NA
"ENSMUSG00000021975","FBgn0036570","1:1",851214
"ENSMUSG00000021978","FBgn0027535","1:1",844120
"ENSMUSG00000022031","FBgn0031604","1:1",822311
"ENSMUSG00000022033","FBgn0030864","1:1",818093
"ENSMUSG00000022035","FBgn0029929","1:1",817009
"ENSMUSG00000022041","FBgn0266347","n:m",NA
"ENSMUSG00000022041","FBgn0000039","n:m",NA
"ENSMUSG00000059456","FBgn0020440","n:1",NA
"ENSMUSG00000022052","FBgn0004889","n:1",NA
"ENSMUSG00000034327","FBgn0037244","1:1",547408
"ENSMUSG00000044447","FBgn0015513","n:1",685645
"ENSMUSG00000034248","FBgn0039561","n:1",NA
"ENSMUSG00000034194","FBgn0035388","1:1",NA
"ENSMUSG00000034190","FBgn0027565","1:1",516196
"ENSMUSG00000022075","FBgn0036980","n:1",842477
"ENSMUSG00000033730","FBgn0003448","1:1",NA
"ENSMUSG00000000776","FBgn0036775","1:1",755576
"ENSMUSG00000022098","FBgn0003719","n:1",549922
"ENSMUSG00000047911","FBgn0016685","1:1",NA
"ENSMUSG00000022100","FBgn0053180","n:1",843436
"ENSMUSG00000022109","FBgn0035754","1:1",NA
"ENSMUSG00000022110","FBgn0037643","1:1",766905
"ENSMUSG00000021996","FBgn0038771","1:1",711102
"ENSMUSG00000068015","FBgn0032633","n:1",NA
"ENSMUSG00000021998","FBgn0024238","n:1",865015
"ENSMUSG00000034893","FBgn0031536","1:1",813007
"ENSMUSG00000022003","FBgn0036199","n:1",NA
"ENSMUSG00000060126","FBgn0037874","1:1",829788
"ENSMUSG00000067995","FBgn0010421","1:1",857037
"ENSMUSG00000022008","FBgn0067629","1:1",832802
"ENSMUSG00000022009","FBgn0036812","1:1",752193
"ENSMUSG00000022010","FBgn0259176","n:1",848091
"ENSMUSG00000052584","FBgn0047135","n:1",NA
"ENSMUSG00000058997","FBgn0040234","1:1",859755
"ENSMUSG00000022020","FBgn0031020","n:1",NA
"ENSMUSG00000022023","FBgn0031287","1:1",742344
"ENSMUSG00000022021","FBgn0011202","n:1",549341
"ENSMUSG00000022019","FBgn0036450","1:1",548061
"ENSMUSG00000022076","FBgn0030114","n:1",NA
"ENSMUSG00000060377","FBgn0031980","n:1",NA
"ENSMUSG00000033166","FBgn0039183","1:1",546986
"ENSMUSG00000033083","FBgn0261261","1:1",854254
"ENSMUSG00000022111","FBgn0010288","n:1",NA
"ENSMUSG00000098557","FBgn0038839","n:1",785982
"ENSMUSG00000033004","FBgn0030600","1:1",796717
"ENSMUSG00000022119","FBgn0002044","n:1",NA
"ENSMUSG00000058126","FBgn0004117","n:1",NA
"ENSMUSG00000022112","FBgn0263930","n:1",829023
"ENSMUSG00000058571","FBgn0041604","n:1",NA
"ENSMUSG00000032849","FBgn0032026","1:m",NA
"ENSMUSG00000032849","FBgn0051792","1:m",NA
"ENSMUSG00000032849","FBgn0051793","1:m",NA
"ENSMUSG00000032849","FBgn0032908","1:m",NA
"ENSMUSG00000032849","FBgn0010549","1:m",NA
"ENSMUSG00000032849","FBgn0263316","1:m",NA
"ENSMUSG00000032849","FBgn0038740","1:m",NA
"ENSMUSG00000022136","FBgn0037718","1:1",547041
"ENSMUSG00000042104","FBgn0014075","n:1",NA
"ENSMUSG00000051615","FBgn0025806","n:1",NA
"ENSMUSG00000030662","FBgn0087013","n:1",858801
"ENSMUSG00000025557","FBgn0265575","n:m",548245
"ENSMUSG00000025557","FBgn0028491","n:m",NA
"ENSMUSG00000025558","FBgn0260486","n:1",685647
"ENSMUSG00000025544","FBgn0032880","1:1",531078
"ENSMUSG00000041703","FBgn0031375","1:1",NA
"ENSMUSG00000041625","FBgn0035082","1:m",NA
"ENSMUSG00000041625","FBgn0035083","1:m",698011
"ENSMUSG00000041594","FBgn0038324","1:1",548973
"ENSMUSG00000000197","FBgn0002917","1:1",788271
"ENSMUSG00000022186","FBgn0035298","n:1",787020
"ENSMUSG00000049148","FBgn0032845","n:1",494765
"ENSMUSG00000022155","FBgn0040236","n:1",NA
"ENSMUSG00000041841","FBgn0030616","1:1",851843
"ENSMUSG00000050697","FBgn0023169","n:1",NA
"ENSMUSG00000039942","FBgn0036742","n:1",NA
"ENSMUSG00000050310","FBgn0031006","1:1",NA
"ENSMUSG00000039828","FBgn0034908","1:1",842727
"ENSMUSG00000022142","FBgn0021761","1:1",792887
"ENSMUSG00000022253","FBgn0033373","1:1",816618
"ENSMUSG00000039704","FBgn0037689","1:1",705808
"ENSMUSG00000039676","FBgn0051345","1:1",NA
"ENSMUSG00000089678","FBgn0037186","1:1",831435
"ENSMUSG00000044224","FBgn0027599","1:1",547545
"ENSMUSG00000022247","FBgn0035524","1:1",844393
"ENSMUSG00000022248","FBgn0026778","1:1",703478
"ENSMUSG00000022244","FBgn0032881","1:1",828425
"ENSMUSG00000022243","FBgn0035968","n:1",547682
"ENSMUSG00000022241","FBgn0027081","1:1",851106
"ENSMUSG00000022205","FBgn0015299","1:1",530102
"ENSMUSG00000022201","FBgn0263603","1:1",851410
"ENSMUSG00000022195","FBgn0036846","1:1",842526
"ENSMUSG00000022191","FBgn0026722","1:1",548301
"ENSMUSG00000047565","FBgn0039854","n:m",NA
"ENSMUSG00000047565","FBgn0039855","n:m",NA
"ENSMUSG00000047565","FBgn0039856","n:m",844017
"ENSMUSG00000045763","FBgn0051952","1:1",NA
"ENSMUSG00000022272","FBgn0040299","1:1",NA
"ENSMUSG00000052253","FBgn0030878","1:1",857281
"ENSMUSG00000022263","FBgn0024277","n:1",NA
"ENSMUSG00000022262","FBgn0037726","1:1",529434
"ENSMUSG00000039168","FBgn0033624","1:1",855920
"ENSMUSG00000039100","FBgn0035333","1:1",685719
"ENSMUSG00000022234","FBgn0010621","1:1",636212
"ENSMUSG00000039065","FBgn0038871","1:1",798830
"ENSMUSG00000022231","FBgn0250876","n:1",NA
"ENSMUSG00000058600","FBgn0086710","1:1",852017
"ENSMUSG00000022323","FBgn0086691","1:1",841613
"ENSMUSG00000037646","FBgn0039727","1:1",854109
"ENSMUSG00000014313","FBgn0015031","1:1",NA
"ENSMUSG00000045996","FBgn0262954","1:1",689055
"ENSMUSG00000022283","FBgn0265297","n:1",NA
"ENSMUSG00000022285","FBgn0004907","n:1",499498
"ENSMUSG00000062397","FBgn0036537","1:m",514934
"ENSMUSG00000062397","FBgn0036538","1:m",NA
"ENSMUSG00000051359","FBgn0013303","n:1",551232
"ENSMUSG00000037487","FBgn0002431","1:1",818934
"ENSMUSG00000022295","FBgn0262511","1:1",789799
"ENSMUSG00000022299","FBgn0033391","1:1",497994
"ENSMUSG00000022300","FBgn0036500","1:1",865108
"ENSMUSG00000037386","FBgn0053547","1:1",NA
"ENSMUSG00000022304","FBgn0023023","1:1",817086
"ENSMUSG00000022307","FBgn0013576","n:1",NA
"ENSMUSG00000022336","FBgn0025582","1:1",864619
"ENSMUSG00000022337","FBgn0038461","1:m",NA
"ENSMUSG00000022337","FBgn0038462","1:m",743401
"ENSMUSG00000038736","FBgn0030342","1:1",793644
"ENSMUSG00000022338","FBgn0040670","1:m",NA
"ENSMUSG00000022338","FBgn0000618","1:m",719310
"ENSMUSG00000022312","FBgn0022023","1:1",864406
"ENSMUSG00000022313","FBgn0031361","1:1",849937
"ENSMUSG00000061731","FBgn0265974","1:1",531257
"ENSMUSG00000037343","FBgn0011836","1:1",850674
"ENSMUSG00000022422","FBgn0034495","1:1",835901
"ENSMUSG00000022370","FBgn0032720","1:1",863276
"ENSMUSG00000060429","FBgn0037130","n:1",790823
"ENSMUSG00000022365","FBgn0031376","1:1",689448
"ENSMUSG00000022359","FBgn0034046","1:1",735018
"ENSMUSG00000022358","FBgn0036196","n:1",NA
"ENSMUSG00000037119","FBgn0064766","1:1",641390
"ENSMUSG00000037106","FBgn0266757","n:1",NA
"ENSMUSG00000050891","FBgn0033117","1:1",835751
"ENSMUSG00000022354","FBgn0032511","1:1",NA
"ENSMUSG00000022350","FBgn0036571","1:1",641383
"ENSMUSG00000022378","FBgn0052066","n:1",703491
"ENSMUSG00000022377","FBgn0050372","n:1",734463
"ENSMUSG00000022376","FBgn0024150","1:1",501068
"ENSMUSG00000015002","FBgn0086784","n:1",516361
"ENSMUSG00000022375","FBgn0014395","1:1",547488
"ENSMUSG00000005125","FBgn0043070","n:1",843909
"ENSMUSG00000036800","FBgn0052333","n:1",NA
"ENSMUSG00000036760","FBgn0037690","n:m",NA
"ENSMUSG00000036760","FBgn0038165","n:m",749661
"ENSMUSG00000047921","FBgn0261787","1:1",739619
"ENSMUSG00000068391","FBgn0043001","1:1",NA
"ENSMUSG00000036698","FBgn0262739","n:1",542653
"ENSMUSG00000022607","FBgn0020440","n:1",842739
"ENSMUSG00000079020","FBgn0035968","n:1",NA
"ENSMUSG00000059895","FBgn0024734","n:1",NA
"ENSMUSG00000056665","FBgn0029838","1:1",753545
"ENSMUSG00000022580","FBgn0026374","n:1",792213
"ENSMUSG00000022574","FBgn0031589","1:1",862702
"ENSMUSG00000022571","FBgn0038516","n:m",NA
"ENSMUSG00000022571","FBgn0015781","n:m",NA
"ENSMUSG00000022570","FBgn0034794","1:1",546862
"ENSMUSG00000034429","FBgn0037722","n:1",NA
"ENSMUSG00000063704","FBgn0052703","1:1",NA
"ENSMUSG00000002524","FBgn0028577","1:1",548231
"ENSMUSG00000075590","FBgn0027497","n:1",NA
"ENSMUSG00000022564","FBgn0025692","1:m",NA
"ENSMUSG00000022564","FBgn0013305","1:m",857144
"ENSMUSG00000022562","FBgn0034733","1:1",NA
"ENSMUSG00000034259","FBgn0032487","1:1",847594
"ENSMUSG00000022561","FBgn0029818","1:1",843648
"ENSMUSG00000022551","FBgn0035600","1:m",864514
"ENSMUSG00000022551","FBgn0039651","1:m",NA
"ENSMUSG00000022553","FBgn0058196","1:1",808708
"ENSMUSG00000022554","FBgn0039417","1:1",847353
"ENSMUSG00000022558","FBgn0040236","n:1",705890
"ENSMUSG00000022557","FBgn0028744","1:1",865103
"ENSMUSG00000022555","FBgn0004797","1:1",747426
"ENSMUSG00000022550","FBgn0036142","1:1",777444
"ENSMUSG00000034022","FBgn0024698","1:1",685698
"ENSMUSG00000059323","FBgn0021814","1:1",827863
"ENSMUSG00000053929","FBgn0266918","1:1",263048
"ENSMUSG00000022546","FBgn0030478","n:1",NA
"ENSMUSG00000003970","FBgn0261602","1:1",865813
"ENSMUSG00000063236","FBgn0038673","1:1",NA
"ENSMUSG00000022443","FBgn0265434","n:1",NA
"ENSMUSG00000005354","FBgn0034472","1:m",NA
"ENSMUSG00000005354","FBgn0035334","1:m",780365
"ENSMUSG00000016554","FBgn0037994","1:m",NA
"ENSMUSG00000016554","FBgn0040227","1:m",864430
"ENSMUSG00000033220","FBgn0010333","n:1",NA
"ENSMUSG00000018169","FBgn0011591","n:1",NA
"ENSMUSG00000033128","FBgn0030141","n:1",NA
"ENSMUSG00000022436","FBgn0052487","1:m",713119
"ENSMUSG00000022436","FBgn0036759","1:m",NA
"ENSMUSG00000006378","FBgn0036208","1:1",805410
"ENSMUSG00000033047","FBgn0036258","1:1",835702
"ENSMUSG00000033039","FBgn0036333","1:1",548814
"ENSMUSG00000033029","FBgn0035952","1:1",777869
"ENSMUSG00000033020","FBgn0003275","1:1",766460
"ENSMUSG00000068206","FBgn0032447","1:1",775569
"ENSMUSG00000042632","FBgn0036053","1:1",NA
"ENSMUSG00000042622","FBgn0034534","n:1",NA
"ENSMUSG00000009035","FBgn0035236","1:1",NA
"ENSMUSG00000022433","FBgn0002413","n:1",NA
"ENSMUSG00000044216","FBgn0265042","n:m",NA
"ENSMUSG00000044216","FBgn0039081","n:m",NA
"ENSMUSG00000022428","FBgn0067317","1:1",851810
"ENSMUSG00000022427","FBgn0035473","1:1",772063
"ENSMUSG00000022426","FBgn0029853","n:1",NA
"ENSMUSG00000042535","FBgn0027836","1:1",826467
"ENSMUSG00000022420","FBgn0033687","1:1",835577
"ENSMUSG00000060036","FBgn0020910","1:1",863449
"ENSMUSG00000022415","FBgn0033876","n:1",813557
"ENSMUSG00000022407","FBgn0038467","1:1",858956
"ENSMUSG00000042303","FBgn0038304","1:1",840833
"ENSMUSG00000022404","FBgn0052250","1:1",497996
"ENSMUSG00000022403","FBgn0029676","1:m",547459
"ENSMUSG00000022403","FBgn0260484","1:m",NA
"ENSMUSG00000022401","FBgn0031093","1:1",719972
"ENSMUSG00000022400","FBgn0025638","1:1",828171
"ENSMUSG00000022391","FBgn0003346","1:1",547356
"ENSMUSG00000069439","FBgn0029785","n:1",NA
"ENSMUSG00000061360","FBgn0031822","1:1",850398
"ENSMUSG00000022477","FBgn0010100","1:m",863373
"ENSMUSG00000022477","FBgn0037862","1:m",NA
"ENSMUSG00000022476","FBgn0036188","1:1",838676
"ENSMUSG00000042109","FBgn0036661","n:1",817569
"ENSMUSG00000022474","FBgn0036300","n:1",816674
"ENSMUSG00000061633","FBgn0027785","1:1",NA
"ENSMUSG00000022471","FBgn0011774","1:1",712007
"ENSMUSG00000063480","FBgn0015393","1:1",861736
"ENSMUSG00000022463","FBgn0261283","n:1",NA
"ENSMUSG00000022453","FBgn0032192","1:1",679241
"ENSMUSG00000022450","FBgn0033570","1:1",736739
"ENSMUSG00000058586","FBgn0020545","1:1",NA
"ENSMUSG00000018040","FBgn0031764","1:1",855244
"ENSMUSG00000018042","FBgn0036211","1:1",800892
"ENSMUSG00000047878","FBgn0031491","1:m",NA
"ENSMUSG00000047878","FBgn0039378","1:m",NA
"ENSMUSG00000054277","FBgn0037182","n:1",NA
"ENSMUSG00000016664","FBgn0053094","n:1",548480
"ENSMUSG00000022442","FBgn0052238","1:1",494604
"ENSMUSG00000048755","FBgn0036691","1:1",524465
"ENSMUSG00000041736","FBgn0031263","1:1",852152
"ENSMUSG00000016757","FBgn0033225","1:1",494606
"ENSMUSG00000041708","FBgn0036028","n:1",783879
"ENSMUSG00000018865","FBgn0265052","n:1",NA
"ENSMUSG00000022437","FBgn0033989","1:1",859527
"ENSMUSG00000022438","FBgn0052528","n:1",NA
"ENSMUSG00000078954","FBgn0036257","n:1",NA
"ENSMUSG00000016619","FBgn0033264","1:1",547668
"ENSMUSG00000022431","FBgn0036214","n:1",NA
"ENSMUSG00000016541","FBgn0034266","1:1",NA
"ENSMUSG00000022382","FBgn0004360","n:1",843686
"ENSMUSG00000064284","FBgn0037611","1:1",847980
"ENSMUSG00000022386","FBgn0040337","1:1",862961
"ENSMUSG00000016028","FBgn0024836","n:1",NA
"ENSMUSG00000035891","FBgn0037315","1:1",710714
"ENSMUSG00000022387","FBgn0033155","n:1",NA
"ENSMUSG00000035845","FBgn0037743","1:1",856210
"ENSMUSG00000022388","FBgn0031853","n:1",494609
"ENSMUSG00000053137","FBgn0024846","n:m",NA
"ENSMUSG00000053137","FBgn0015765","n:m",547484
"ENSMUSG00000015377","FBgn0029756","n:1",NA
"ENSMUSG00000036529","FBgn0025802","n:1",NA
"ENSMUSG00000022613","FBgn0036262","1:1",744553
"ENSMUSG00000022617","FBgn0032955","n:1",NA
"ENSMUSG00000078937","FBgn0261862","n:1",NA
"ENSMUSG00000075470","FBgn0052076","1:1",794165
"ENSMUSG00000055782","FBgn0039890","n:1",547267
"ENSMUSG00000047295","FBgn0032286","1:1",NA
"ENSMUSG00000055022","FBgn0037240","n:1",548579
"ENSMUSG00000036197","FBgn0039273","1:1",773034
"ENSMUSG00000022634","FBgn0034763","1:1",NA
"ENSMUSG00000022449","FBgn0038341","n:1",NA
"ENSMUSG00000059883","FBgn0010441","1:1",NA
"ENSMUSG00000022451","FBgn0038206","n:1",689160
"ENSMUSG00000064210","FBgn0036235","n:1",NA
"ENSMUSG00000033237","FBgn0042085","1:1",547853
"ENSMUSG00000022466","FBgn0015544","1:1",548315
"ENSMUSG00000022468","FBgn0038381","1:1",NA
"ENSMUSG00000033065","FBgn0003071","n:1",825099
"ENSMUSG00000022992","FBgn0039710","1:1",844332
"ENSMUSG00000003360","FBgn0032690","1:1",547226
"ENSMUSG00000003354","FBgn0050259","1:1",810285
"ENSMUSG00000022996","FBgn0031903","n:1",NA
"ENSMUSG00000022997","FBgn0004009","1:1",843680
"ENSMUSG00000048154","FBgn0259108","n:1",NA
"ENSMUSG00000023000","FBgn0004644","n:1",836119
"ENSMUSG00000022999","FBgn0027539","n:1",825264
"ENSMUSG00000023004","FBgn0003886","n:1",NA
"ENSMUSG00000072235","FBgn0003886","n:1",696202
"ENSMUSG00000064081","FBgn0002579","n:1",NA
"ENSMUSG00000043091","FBgn0003886","n:1",NA
"ENSMUSG00000038009","FBgn0030805","1:1",792834
"ENSMUSG00000037570","FBgn0263832","1:1",795283
"ENSMUSG00000023007","FBgn0031492","n:1",NA
"ENSMUSG00000023008","FBgn0267795","n:1",NA
"ENSMUSG00000023010","FBgn0035871","1:1",857140
"ENSMUSG00000037525","FBgn0035537","1:1",806050
"ENSMUSG00000023013","FBgn0015872","n:1",NA
"ENSMUSG00000044217","FBgn0015872","n:1",NA
"ENSMUSG00000023015","FBgn0086356","1:1",734480
"ENSMUSG00000023018","FBgn0025463","1:1",719127
"ENSMUSG00000023019","FBgn0001128","1:1",805786
"ENSMUSG00000023021","FBgn0040918","n:1",529237
"ENSMUSG00000023026","FBgn0024806","n:1",NA
"ENSMUSG00000093550","FBgn0033519","n:m",NA
"ENSMUSG00000093550","FBgn0037890","n:m",NA
"ENSMUSG00000023030","FBgn0011672","1:1",741636
"ENSMUSG00000037353","FBgn0017429","1:1",741081
"ENSMUSG00000023032","FBgn0259111","n:1",NA
"ENSMUSG00000023033","FBgn0264255","n:1",788279
"ENSMUSG00000000530","FBgn0003317","1:1",NA
"ENSMUSG00000037204","FBgn0030960","1:1",834366
"ENSMUSG00000058655","FBgn0020660","1:1",NA
"ENSMUSG00000023045","FBgn0037612","n:1",NA
"ENSMUSG00000023044","FBgn0000153","n:1",824807
"ENSMUSG00000001289","FBgn0038976","1:1",843420
"ENSMUSG00000001285","FBgn0037652","1:1",796864
"ENSMUSG00000036678","FBgn0030122","1:1",NA
"ENSMUSG00000056851","FBgn0262737","n:1",NA
"ENSMUSG00000023051","FBgn0032515","1:1",852477
"ENSMUSG00000036139","FBgn0008651","1:1",NA
"ENSMUSG00000036061","FBgn0038490","1:1",773896
"ENSMUSG00000046434","FBgn0004237","n:m",NA
"ENSMUSG00000046434","FBgn0001215","n:m",NA
"ENSMUSG00000060992","FBgn0040512","1:1",727155
"ENSMUSG00000063234","FBgn0046687","1:1",657283
"ENSMUSG00000022487","FBgn0085312","1:1",NA
"ENSMUSG00000022489","FBgn0264815","n:1",NA
"ENSMUSG00000005982","FBgn0036039","1:1",531212
"ENSMUSG00000014232","FBgn0031196","1:1",NA
"ENSMUSG00000005981","FBgn0026761","1:1",824985
"ENSMUSG00000022521","FBgn0261617","1:1",NA
"ENSMUSG00000014301","FBgn0038387","n:1",NA
"ENSMUSG00000039637","FBgn0029903","1:1",849642
"ENSMUSG00000004069","FBgn0002174","1:1",546794
"ENSMUSG00000022540","FBgn0036697","1:1",531414
"ENSMUSG00000022536","FBgn0043456","1:1",853376
"ENSMUSG00000091712","FBgn0031814","n:1",NA
"ENSMUSG00000039427","FBgn0038552","1:1",784683
"ENSMUSG00000022544","FBgn0031003","1:1",802221
"ENSMUSG00000057880","FBgn0036927","1:1",831438
"ENSMUSG00000043140","FBgn0033808","1:1",835360
"ENSMUSG00000022711","FBgn0036300","n:1",NA
"ENSMUSG00000008393","FBgn0036661","n:1",NA
"ENSMUSG00000022710","FBgn0030366","1:1",547070
"ENSMUSG00000039209","FBgn0023170","n:1",NA
"ENSMUSG00000039179","FBgn0040028","n:m",NA
"ENSMUSG00000039179","FBgn0052820","n:m",810699
"ENSMUSG00000039179","FBgn0052819","n:m",NA
"ENSMUSG00000022503","FBgn0032597","1:1",547008
"ENSMUSG00000050908","FBgn0035944","n:1",NA
"ENSMUSG00000068663","FBgn0038427","1:1",790821
"ENSMUSG00000022500","FBgn0052280","1:1",550342
"ENSMUSG00000022498","FBgn0035867","1:1",856520
"ENSMUSG00000062203","FBgn0020443","n:1",863717
"ENSMUSG00000022545","FBgn0002707","1:1",815933
"ENSMUSG00000022682","FBgn0032988","1:1",829299
"ENSMUSG00000022681","FBgn0034371","1:1",861662
"ENSMUSG00000022680","FBgn0031174","1:1",854929
"ENSMUSG00000022679","FBgn0040805","1:1",853020
"ENSMUSG00000022678","FBgn0036059","n:1",NA
"ENSMUSG00000018830","FBgn0265434","n:1",NA
"ENSMUSG00000068617","FBgn0037461","1:m",547997
"ENSMUSG00000068617","FBgn0037462","1:m",NA
"ENSMUSG00000022674","FBgn0035601","n:1",NA
"ENSMUSG00000022673","FBgn0015929","1:1",780755
"ENSMUSG00000022792","FBgn0035064","1:1",866210
"ENSMUSG00000022789","FBgn0026479","1:1",811179
"ENSMUSG00000022779","FBgn0026015","1:1",507492
"ENSMUSG00000063358","FBgn0003256","n:1",547251
"ENSMUSG00000022773","FBgn0030183","n:1",NA
"ENSMUSG00000022771","FBgn0034109","1:1",828249
"ENSMUSG00000022769","FBgn0037312","n:1",NA
"ENSMUSG00000038965","FBgn0026316","1:1",547417
"ENSMUSG00000050240","FBgn0086758","1:1",NA
"ENSMUSG00000041720","FBgn0267350","1:1",806027
"ENSMUSG00000022765","FBgn0034913","1:1",719059
"ENSMUSG00000006134","FBgn0024811","1:1",813688
"ENSMUSG00000022763","FBgn0032754","1:m",NA
"ENSMUSG00000022763","FBgn0025628","1:m",510545
"ENSMUSG00000022761","FBgn0040344","1:1",549498
"ENSMUSG00000005899","FBgn0037958","1:1",818708
"ENSMUSG00000012114","FBgn0027592","1:1",845607
"ENSMUSG00000090236","FBgn0040629","1:1",NA
"ENSMUSG00000003527","FBgn0023506","1:1",696553
"ENSMUSG00000003528","FBgn0037912","1:1",NA
"ENSMUSG00000003531","FBgn0001099","1:1",NA
"ENSMUSG00000003526","FBgn0003423","1:1",804859
