mouse_ID,drosophila_ID,baboon_ID,human_ID,rat_ID,zebrafish_ID,anopheles_ID,aedes_ID
ENSMUSG00000025134,FBgn0010774,ENSPANG00000022270,NAT9,ENSRNOG00000002757,ENSDARG00000051732,AGAP012330,AAEL003743
ENSMUSG00000025135,FBgn0250903,ENSPANG00000022269,TMEM104,ENSRNOG00000034013,ENSDARG00000051736,AGAP007998,AAEL003150
ENSMUSG00000025137,FBgn0032482,ENSPANG00000022267,,ENSRNOG00000002778,ENSDARG00000051734,AGAP005058,AAEL003770
ENSMUSG00000025140,FBgn0038516,ENSPANG00000022386,USH1G,ENSRNOG00000027891,ENSDARG00000070286,AGAP001440,AAEL011202
ENSMUSG00000025140,FBgn0015781,ENSPANG00000022265,HID1,ENSRNOG00000027891,ENSDARG00000070280,AGAP010160,AAEL013064
ENSMUSG00000025142,FBgn0064126,ENSPANG00000022259,MRPL58,ENSRNOG00000027857,ENSDARG00000086604,AGAP001602,AAEL013064
ENSMUSG00000018012,FBgn0010333,ENSPANG00000022285,ATP5PD,ENSRNOG00000027857,ENSDARG00000029406,AGAP004670,AAEL005321
ENSMUSG00000039450,FBgn0030968,ENSPANG00000022280,KCTD2,ENSRNOG00000027818,ENSDARG00000088686,AGAP003477,AAEL012995
ENSMUSG00000025150,FBgn0030968,ENSPANG00000022304,ARMC7,ENSRNOG00000027711,ENSDARG00000105314,AGAP004605,AAEL013213
ENSMUSG00000025158,FBgn0011591,ENSPANG00000022304,SUMO2,ENSRNOG00000027654,ENSDARG00000099123,AGAP006164,AAEL011790
ENSMUSG00000025156,FBgn0027057,ENSPANG00000022305,NUP85,ENSRNOG00000003576,ENSDARG00000100906,AGAP002221,AAEL002970
ENSMUSG00000025155,FBgn0031238,ENSPANG00000022307,GGA3,ENSRNOG00000003679,ENSDARG00000100279,AGAP003727,AAEL009526
ENSMUSG00000025153,FBgn0042627,ENSPANG00000022309,MRPS7,ENSRNOG00000003919,ENSDARG00000105400,AGAP010497,AAEL010427
ENSMUSG00000025153,FBgn0027571,ENSPANG00000022319,SLC25A19,ENSRNOG00000003967,ENSDARG00000086552,,AAEL001623
ENSMUSG00000025161,FBgn0023549,ENSPANG00000022313,GRB2,ENSRNOG00000004288,ENSDARG00000100024,AGAP009508,AAEL004295
ENSMUSG00000025162,FBgn0002413,ENSPANG00000022313,TMEM94,ENSRNOG00000004291,ENSDARG00000105478,AGAP012358,AAEL009984
ENSMUSG00000025173,FBgn0037648,ENSPANG00000022313,CASKIN2,ENSRNOG00000001858,ENSDARG00000105366,AGAP006593,AAEL009984
ENSMUSG00000025170,FBgn0030391,ENSPANG00000022313,LLGL2,ENSRNOG00000005769,ENSDARG00000098595,,AAEL000134
ENSMUSG00000039230,FBgn0027509,,H3F3B,ENSRNOG00000007496,ENSDARG00000103015,AGAP005175,AAEL014838
ENSMUSG00000039198,FBgn0262867,ENSPANG00000022328,H3F3B,ENSRNOG00000007845,ENSDARG00000105444,AGAP007394,AAEL011534
ENSMUSG00000020671,FBgn0015789,ENSPANG00000022362,WBP2,ENSRNOG00000008921,ENSDARG00000075220,AGAP005499,AAEL009937
ENSMUSG00000020668,FBgn0004381,ENSPANG00000022360,MRPL38,ENSRNOG00000008921,ENSDARG00000074260,AGAP005502,
ENSMUSG00000071454,FBgn0033739,ENSPANG00000022373,ACOX1,ENSRNOG00000050323,ENSDARG00000091205,AGAP005500,AAEL007820
ENSMUSG00000020658,FBgn0086784,ENSPANG00000012782,CDK3,ENSRNOG00000009819,ENSDARG00000068995,AGAP005501,AAEL004295
ENSMUSG00000020654,FBgn0023416,ENSPANG00000022378,SRP68,ENSRNOG00000010363,ENSDARG00000051770,AGAP005503,AAEL002528
ENSMUSG00000096199,FBgn0038446,ENSPANG00000022378,EXOC7,ENSRNOG00000025338,ENSDARG00000051775,AGAP009280,AAEL001269
ENSMUSG00000020640,FBgn0023388,ENSPANG00000022441,UBE2O,ENSRNOG00000002358,ENSDARG00000068928,AGAP009280,
ENSMUSG00000037361,FBgn0035692,ENSPANG00000022444,JMJD6,ENSRNOG00000002358,ENSDARG00000086304,AGAP011858,AAEL001329
ENSMUSG00000037669,FBgn0035206,ENSPANG00000022445,METTL23,ENSRNOG00000002358,ENSDARG00000070265,AGAP001209,AAEL002375
ENSMUSG00000054364,FBgn0014020,ENSPANG00000014872,SRSF2,ENSRNOG00000002358,ENSDARG00000075379,,AAEL011382
ENSMUSG00000066643,FBgn0035264,ENSPANG00000022449,SRSF8,,ENSDARG00000090182,AGAP003033,AAEL013394
ENSMUSG00000020608,FBgn0266282,ENSPANG00000022461,MFSD11,ENSRNOG00000002338,ENSDARG00000074937,AGAP006436,AAEL005092
ENSMUSG00000020589,FBgn0052066,ENSPANG00000022459,SEC14L1,ENSRNOG00000002436,ENSDARG00000051732,AGAP007333,AAEL009371
ENSMUSG00000037149,FBgn0015075,ENSPANG00000022479,TNRC6C,ENSRNOG00000002456,ENSDARG00000051736,AGAP010304,AAEL005380
ENSMUSG00000020580,FBgn0026181,ENSPANG00000022496,SYNGR2,ENSRNOG00000046318,ENSDARG00000051734,AGAP003883,AAEL003712
ENSMUSG00000045679,FBgn0035517,ENSPANG00000022492,AFMID,ENSRNOG00000002535,ENSDARG00000070286,AGAP003021,AAEL003723
ENSMUSG00000020571,FBgn0025678,ENSPANG00000022500,,ENSRNOG00000002626,ENSDARG00000070280,AGAP011563,
ENSMUSG00000061458,FBgn0261535,ENSPANG00000022601,PGS1,ENSRNOG00000002626,ENSDARG00000086604,AGAP010179,AAEL009670
ENSMUSG00000011179,FBgn0013307,ENSPANG00000022636,DNAH17,ENSRNOG00000002644,ENSDARG00000029406,,AAEL009670
ENSMUSG00000011179,FBgn0013308,ENSPANG00000022651,DNAH17,ENSRNOG00000002671,ENSDARG00000088686,AGAP005428,AAEL009670
ENSMUSG00000071379,FBgn0013303,ENSPANG00000022746,CYTH1,ENSRNOG00000002693,ENSDARG00000105314,AGAP001335,AAEL009670
ENSMUSG00000052632,FBgn0050372,ENSPANG00000022822,TIMP2,ENSRNOG00000002749,ENSDARG00000099123,AGAP001335,AAEL009670
ENSMUSG00000054309,FBgn0261065,ENSPANG00000022821,CANT1,ENSRNOG00000002835,ENSDARG00000100906,AGAP010496,AAEL009670
ENSMUSG00000052593,FBgn0039734,ENSPANG00000022828,CCDC40,ENSRNOG00000002948,ENSDARG00000100279,,
ENSMUSG00000020649,FBgn0011704,ENSPANG00000018531,EIF4A3,ENSRNOG00000003273,ENSDARG00000105400,AGAP002893,AAEL005217
ENSMUSG00000020646,FBgn0033476,ENSPANG00000022833,SGSH,ENSRNOG00000003330,ENSDARG00000086552,,AAEL001616
ENSMUSG00000036333,FBgn0261554,ENSPANG00000022831,SLC26A11,ENSRNOG00000003724,ENSDARG00000100024,,AAEL001616
ENSMUSG00000061477,FBgn0039757,ENSPANG00000022880,CHMP6,ENSRNOG00000003728,ENSDARG00000105478,,AAEL007065
ENSMUSG00000020630,FBgn0023171,ENSPANG00000025704,BAIAP2,ENSRNOG00000003897,ENSDARG00000105366,AGAP011442,
ENSMUSG00000020629,FBgn0052068,ENSPANG00000022906,ACTG1,ENSRNOG00000003998,ENSDARG00000098595,AGAP011442,AAEL008292
ENSMUSG00000036613,FBgn0036292,ENSPANG00000022902,ACTG1,ENSRNOG00000004172,ENSDARG00000103015,AGAP003154,AAEL014508
ENSMUSG00000020672,FBgn0034135,ENSPANG00000022924,FSCN2,ENSRNOG00000004276,ENSDARG00000105444,AGAP006768,AAEL007439
ENSMUSG00000043061,FBgn0050051,ENSPANG00000022920,NPLOC4,ENSRNOG00000004510,ENSDARG00000075220,AGAP006136,AAEL007084
ENSMUSG00000044573,FBgn0040077,ENSPANG00000022926,,ENSRNOG00000004686,ENSDARG00000074260,,AAEL007084
ENSMUSG00000002900,FBgn0261800,ENSPANG00000022099,MRPL12,ENSRNOG00000046799,ENSDARG00000091205,AGAP010443,AAEL009316
ENSMUSG00000020664,FBgn0036762,ENSPANG00000022080,AC139530.2,ENSRNOG00000005569,ENSDARG00000068995,AGAP000159,AAEL009310
ENSMUSG00000020648,FBgn0032750,,SLC25A10,ENSRNOG00000006122,ENSDARG00000051770,AGAP000715,
ENSMUSG00000035933,FBgn0024689,ENSPANG00000022023,P4HB,ENSRNOG00000006500,ENSDARG00000051775,AGAP000688,AAEL009316
ENSMUSG00000002997,FBgn0022382,ENSPANG00000022025,ARHGDIA,ENSRNOG00000007235,ENSDARG00000068928,AGAP009046,AAEL009310
ENSMUSG00000035799,FBgn0032651,ENSPANG00000022017,ALYREF,ENSRNOG00000008689,ENSDARG00000086304,AGAP007120,
ENSMUSG00000004698,FBgn0041210,ENSPANG00000021023,,ENSRNOG00000048747,ENSDARG00000070265,AGAP007120,AAEL011196
ENSMUSG00000092305,FBgn0036030,ENSPANG00000021995,PCYT2,ENSRNOG00000046493,ENSDARG00000075379,AGAP005042,AAEL002544
ENSMUSG00000020577,FBgn0039465,,PYCR1,ENSRNOG00000010214,ENSDARG00000090182,,AAEL007443
ENSMUSG00000020547,FBgn0250753,ENSPANG00000024855,PYCR1,ENSRNOG00000009567,ENSDARG00000074937,AGAP009835,AAEL014345
ENSMUSG00000036188,FBgn0036096,ENSPANG00000021978,ASPSCR1,ENSRNOG00000009275,ENSDARG00000051732,AGAP008252,AAEL001317
ENSMUSG00000036095,FBgn0085390,ENSPANG00000010362,RAC3,ENSRNOG00000023095,ENSDARG00000051736,AGAP008557,AAEL001037
ENSMUSG00000002565,FBgn0010225,ENSPANG00000021891,DCXR,ENSRNOG00000010540,ENSDARG00000051734,AGAP002470,AAEL014723
ENSMUSG00000001627,FBgn0051694,ENSPANG00000021892,,ENSRNOG00000052730,ENSDARG00000070286,AGAP005811,AAEL006019
ENSMUSG00000055917,FBgn0034814,ENSPANG00000021821,RFNG,ENSRNOG00000013030,ENSDARG00000070280,AGAP007349,AAEL011308
ENSMUSG00000035954,FBgn0264324,ENSPANG00000021823,GPS1,ENSRNOG00000004091,ENSDARG00000086604,AGAP007686,AAEL010787
ENSMUSG00000056899,FBgn0034535,ENSPANG00000021825,DUS1L,ENSRNOG00000004107,ENSDARG00000029406,,AAEL010256
ENSMUSG00000020598,FBgn0264975,ENSPANG00000021740,FASN,ENSRNOG00000004132,ENSDARG00000088686,AGAP000307,AAEL012960
ENSMUSG00000021047,FBgn0261552,ENSPANG00000021746,FASN,ENSRNOG00000004518,ENSDARG00000105314,AGAP001447,AAEL012607
ENSMUSG00000002688,FBgn0038603,,SLC16A3,ENSRNOG00000004741,ENSDARG00000099123,AGAP003428,AAEL015015
ENSMUSG00000020952,FBgn0264978,ENSPANG00000021749,CSNK1D,ENSRNOG00000005081,ENSDARG00000100906,AGAP009323,AAEL002322
ENSMUSG00000020954,FBgn0044323,ENSPANG00000021737,WDR45B,ENSRNOG00000005606,ENSDARG00000100279,AGAP002841,AAEL011091
ENSMUSG00000035247,FBgn0032208,ENSPANG00000021708,RAB40B,ENSRNOG00000042044,ENSDARG00000105400,AGAP012103,AAEL014325
ENSMUSG00000035181,FBgn0037541,ENSPANG00000021661,TBCD,ENSRNOG00000046143,ENSDARG00000086552,AGAP000771,AAEL001108
ENSMUSG00000035133,FBgn0026375,ENSPANG00000021616,PTCHD3,ENSRNOG00000006450,ENSDARG00000100024,AGAP000523,AAEL003388
ENSMUSG00000035105,FBgn0264785,ENSPANG00000023265,RAB10,ENSRNOG00000050874,ENSDARG00000105478,AGAP004723,AAEL008630
ENSMUSG00000005656,FBgn0032005,ENSPANG00000021568,KIF3C,ENSRNOG00000007227,ENSDARG00000105366,AGAP009811,AAEL013063
ENSMUSG00000035021,FBgn0027620,,,ENSRNOG00000030445,ENSDARG00000098595,AGAP002227,AAEL002277
ENSMUSG00000073079,FBgn0010747,,EFR3B,,ENSDARG00000103015,AGAP001959,AAEL001622
ENSMUSG00000112449,FBgn0010747,ENSPANG00000021570,ADCY3,ENSRNOG00000028103,ENSDARG00000105444,AGAP009988,AAEL008932
ENSMUSG00000079108,FBgn0010747,ENSPANG00000021571,PTRHD1,ENSRNOG00000008711,ENSDARG00000075220,AGAP009921,AAEL008928
ENSMUSG00000021023,FBgn0029858,ENSPANG00000021570,ITSN2,ENSRNOG00000009716,ENSDARG00000074260,AGAP005728,AAEL008928
ENSMUSG00000021024,FBgn0263121,ENSPANG00000021571,SF3B6,ENSRNOG00000053047,ENSDARG00000091205,AGAP002412,AAEL013490
ENSMUSG00000021024,FBgn0050382,ENSPANG00000021570,LDAH,ENSRNOG00000030170,ENSDARG00000068995,AGAP001697,AAEL007141
ENSMUSG00000063129,FBgn0000064,ENSPANG00000021571,RHOB,ENSRNOG00000052388,ENSDARG00000051770,,AAEL005451
ENSMUSG00000021027,FBgn0039466,,WDR35,ENSRNOG00000058172,ENSDARG00000051775,AGAP008760,
ENSMUSG00000012076,FBgn0030434,,SMC6,ENSRNOG00000058172,ENSDARG00000068928,AGAP010252,AAEL010941
ENSMUSG00000035472,FBgn0040383,,FAM49A,ENSRNOG00000058172,ENSDARG00000086304,,AAEL010197
ENSMUSG00000079104,FBgn0036030,ENSPANG00000021570,DDX1,,ENSDARG00000070265,AGAP008028,AAEL014134
ENSMUSG00000020986,FBgn0262125,ENSPANG00000021571,ROCK2,ENSRNOG00000012657,ENSDARG00000075379,AGAP004422,AAEL007994
ENSMUSG00000060121,FBgn0036850,ENSPANG00000021570,PQLC3,,ENSDARG00000090182,AGAP007807,AAEL000399
ENSMUSG00000020993,FBgn0266722,ENSPANG00000021571,PDIA6,,ENSDARG00000074937,AGAP012219,AAEL006733
ENSMUSG00000020994,FBgn0263829,ENSPANG00000013288,NOL10,ENSRNOG00000034110,ENSDARG00000051732,AGAP007057,AAEL010378
ENSMUSG00000035329,FBgn0035959,ENSPANG00000002590,ODC1,ENSRNOG00000034110,ENSDARG00000051736,AGAP005392,AAEL001507
ENSMUSG00000043060,FBgn0261714,ENSPANG00000006197,ODC1,ENSRNOG00000034110,ENSDARG00000051734,AGAP008819,AAEL010339
ENSMUSG00000060499,FBgn0024733,ENSPANG00000021513,HPCAL1,ENSRNOG00000056102,ENSDARG00000070286,AGAP000556,AAEL004423
ENSMUSG00000034892,FBgn0261599,ENSPANG00000021521,ASAP2,ENSRNOG00000061192,ENSDARG00000070280,AGAP010566,AAEL012451
ENSMUSG00000034883,FBgn0010398,ENSPANG00000021523,CPSF3,ENSRNOG00000042473,ENSDARG00000086604,AGAP007325,
ENSMUSG00000049751,FBgn0031980,ENSPANG00000021481,ADAM17,ENSRNOG00000033765,ENSDARG00000029406,AAC18058.1,AAEL013787
ENSMUSG00000020974,FBgn0035644,ENSPANG00000021482,AC007240.1,ENSRNOG00000016475,ENSDARG00000088686,AGAP005906,AAEL015064
ENSMUSG00000020982,FBgn0259152,ENSPANG00000021453,RRM2,ENSRNOG00000016749,ENSDARG00000105314,AGAP011399,AAEL012989
ENSMUSG00000044147,FBgn0013750,ENSPANG00000021454,MBOAT2,ENSRNOG00000017781,ENSDARG00000099123,AGAP008917,AAEL001525
ENSMUSG00000034801,FBgn0001965,ENSPANG00000021448,KIDINS220,ENSRNOG00000018095,ENSDARG00000100906,AGAP003794,AAEL004527
ENSMUSG00000020988,FBgn0032729,ENSPANG00000021445,RPS7,ENSRNOG00000018364,ENSDARG00000100279,,AAEL009218
ENSMUSG00000054894,FBgn0034081,ENSPANG00000021415,RNASEH1,ENSRNOG00000018568,ENSDARG00000105400,,AAEL009229
ENSMUSG00000020990,FBgn0031730,ENSPANG00000021416,ADI1,ENSRNOG00000036814,ENSDARG00000086552,,AAEL014394
ENSMUSG00000034761,FBgn0263395,ENSPANG00000021420,EIPR1,ENSRNOG00000032381,ENSDARG00000100024,,AAEL012861
ENSMUSG00000021066,FBgn0039213,ENSPANG00000021422,SNTG2,ENSRNOG00000019918,ENSDARG00000105478,,
ENSMUSG00000021068,FBgn0086690,ENSPANG00000021426,TMEM18,ENSRNOG00000019983,ENSDARG00000105366,,AAEL009932
ENSMUSG00000021069,FBgn0004507,ENSPANG00000021428,,ENSRNOG00000020213,ENSDARG00000098595,,AAEL006158
ENSMUSG00000021071,FBgn0051721,ENSPANG00000021414,LAMB1,ENSRNOG00000006494,ENSDARG00000103015,,AAEL011424
ENSMUSG00000021072,FBgn0034914,ENSPANG00000015871,DLD,ENSRNOG00000020277,ENSDARG00000105444,,AAEL006158
ENSMUSG00000021076,FBgn0031050,ENSPANG00000021410,DUS4L,ENSRNOG00000020336,ENSDARG00000075220,,AAEL011424
ENSMUSG00000060073,FBgn0023175,ENSPANG00000021374,COG5,ENSRNOG00000051179,ENSDARG00000074260,,AAEL002597
ENSMUSG00000021079,FBgn0030480,ENSPANG00000021378,PRKAR2B,ENSRNOG00000020487,ENSDARG00000091205,AGAP003027,AAEL011198
ENSMUSG00000034574,FBgn0025641,ENSPANG00000021379,TWIST1,ENSRNOG00000020513,ENSDARG00000068995,,AAEL000735
ENSMUSG00000005078,FBgn0039876,ENSPANG00000021379,HDAC9,ENSRNOG00000051344,ENSDARG00000051770,,AAEL008574
ENSMUSG00000021087,FBgn0053113,ENSPANG00000021382,PRPS1L1,ENSRNOG00000051171,ENSDARG00000051775,AAA18901.1,AAEL013329
ENSMUSG00000021094,FBgn0031360,ENSPANG00000021384,TSPAN13,ENSRNOG00000020658,ENSDARG00000068928,AGAP010681,AAEL010060
ENSMUSG00000021096,FBgn0086361,ENSPANG00000007300,BZW2,ENSRNOG00000020658,ENSDARG00000086304,AGAP003895,AAEL009832
ENSMUSG00000021103,FBgn0024956,ENSPANG00000021364,ANKMY2,ENSRNOG00000023768,ENSDARG00000070265,AGAP008985,AAEL006073
ENSMUSG00000034442,FBgn0052281,ENSPANG00000021356,DGKB,ENSRNOG00000020674,ENSDARG00000075379,AGAP011283,AAEL008084
ENSMUSG00000034402,FBgn0000535,ENSPANG00000021315,SCIN,ENSRNOG00000020772,ENSDARG00000090182,AGAP004434,AAEL013632
ENSMUSG00000048982,FBgn0063368,ENSPANG00000021315,IFRD1,ENSRNOG00000059683,ENSDARG00000074937,ABL74413.1,AAEL006641
ENSMUSG00000045690,FBgn0033471,ENSPANG00000021316,ZNF277,ENSRNOG00000020894,ENSDARG00000051732,AGAP003711,AAEL010340
ENSMUSG00000021048,FBgn0020385,ENSPANG00000021317,DOCK4,ENSRNOG00000020894,ENSDARG00000051736,AGAP011750,AAEL013304
ENSMUSG00000052221,FBgn0051391,ENSPANG00000021325,IMMP2L,ENSRNOG00000020902,ENSDARG00000051734,AGAP005460,AAEL012929
ENSMUSG00000052221,FBgn0037826,ENSPANG00000021329,NRCAM,ENSRNOG00000020905,ENSDARG00000070286,AGAP000682,AAEL007447
ENSMUSG00000033373,FBgn0038424,ENSPANG00000021329,NOVA1,ENSRNOG00000020951,ENSDARG00000070280,AGAP007834,AAEL007449
ENSMUSG00000042808,FBgn0034415,ENSPANG00000021312,PRKD1,ENSRNOG00000020994,ENSDARG00000086604,AGAP007834,AAEL007436
ENSMUSG00000059436,FBgn0017578,ENSPANG00000021284,SCFD1,ENSRNOG00000020994,ENSDARG00000029406,AGAP007545,
ENSMUSG00000021065,FBgn0030327,ENSPANG00000021254,STRN3,ENSRNOG00000002748,ENSDARG00000088686,AGAP012516,AAEL004509
ENSMUSG00000047454,FBgn0000316,ENSPANG00000021256,HECTD1,ENSRNOG00000002818,ENSDARG00000105314,AGAP011497,AAEL005819
ENSMUSG00000021114,FBgn0022097,ENSPANG00000021231,HEATR5A,ENSRNOG00000021682,ENSDARG00000099123,,AAEL014947
ENSMUSG00000021116,FBgn0261609,,ARHGAP5,ENSRNOG00000002989,ENSDARG00000100906,AGAP003858,AAEL008855
ENSMUSG00000060716,FBgn0264449,ENSPANG00000022934,EGLN3,ENSRNOG00000003207,ENSDARG00000100279,AGAP000308,AAEL003155
ENSMUSG00000021125,FBgn0023535,ENSPANG00000022934,SNX6,,ENSDARG00000105400,,
ENSMUSG00000015143,FBgn0000667,ENSPANG00000022934,BAZ1A,ENSRNOG00000003501,ENSDARG00000086552,AGAP003413,AAEL013525
ENSMUSG00000032705,FBgn0037901,ENSPANG00000022934,SRP54,ENSRNOG00000003501,ENSDARG00000100024,AGAP003413,AAEL006659
ENSMUSG00000021131,FBgn0011586,ENSPANG00000022934,SRP54,ENSRNOG00000003501,ENSDARG00000105478,AGAP004080,AAEL008498
ENSMUSG00000048833,FBgn0039902,ENSPANG00000022934,SRP54,ENSRNOG00000003501,ENSDARG00000105366,AGAP011687,AAEL014414
ENSMUSG00000021135,FBgn0030756,ENSPANG00000022934,KIAA0391,ENSRNOG00000003501,ENSDARG00000098595,AGAP007212,AAEL010437
ENSMUSG00000021136,FBgn0262169,ENSPANG00000022934,AL121594.1,ENSRNOG00000003501,ENSDARG00000103015,AGAP008321,AAEL012041
ENSMUSG00000079055,FBgn0013995,ENSPANG00000022934,PSMA6,ENSRNOG00000003501,ENSDARG00000105444,,AAEL010371
ENSMUSG00000091803,FBgn0011476,ENSPANG00000021202,PSMA6,ENSRNOG00000003501,ENSDARG00000075220,AGAP002167,AAEL006250
ENSMUSG00000002679,FBgn0024330,ENSPANG00000021206,AC093512.2,ENSRNOG00000003501,ENSDARG00000074260,,AAEL011197
ENSMUSG00000021219,FBgn0024941,ENSPANG00000021206,ALDOA,ENSRNOG00000003506,ENSDARG00000091205,AGAP000410,AAEL011197
ENSMUSG00000021221,FBgn0033015,,RALGAPA1,ENSRNOG00000003905,ENSDARG00000068995,AGAP006115,AAEL013808
ENSMUSG00000010608,FBgn0033862,ENSPANG00000021209,BRMS1L,ENSRNOG00000003905,ENSDARG00000051770,AGAP006968,AAEL006056
ENSMUSG00000019969,FBgn0019947,ENSPANG00000021209,SLC25A21,ENSRNOG00000004807,ENSDARG00000051775,,AAEL005339
ENSMUSG00000046791,FBgn0266570,ENSPANG00000021169,,ENSRNOG00000004900,ENSDARG00000068928,AGAP001297,AAEL006117
ENSMUSG00000042523,FBgn0028858,ENSPANG00000021171,SEC23A,ENSRNOG00000004900,ENSDARG00000086304,AGAP009665,
ENSMUSG00000042523,FBgn0033408,ENSPANG00000021128,GEMIN2,ENSRNOG00000005904,ENSDARG00000070265,,AAEL000641
ENSMUSG00000021235,FBgn0031713,,TRAPPC6B,ENSRNOG00000050675,ENSDARG00000075379,AGAP004425,AAEL012996
ENSMUSG00000021236,FBgn0024947,,PNN,ENSRNOG00000006131,ENSDARG00000090182,AGAP001804,AAEL005114
ENSMUSG00000098134,FBgn0038772,,FBXO33,,ENSDARG00000074937,AGAP004805,AAEL007241
ENSMUSG00000021238,FBgn0023537,,FSCB,,ENSDARG00000051732,,AAEL005651
ENSMUSG00000085793,FBgn0029800,ENSPANG00000021016,RPL10L,ENSRNOG00000007467,ENSDARG00000051736,AAT51797.1,AAEL007033
ENSMUSG00000021242,FBgn0031381,ENSPANG00000021017,,ENSRNOG00000007467,ENSDARG00000051734,AAT51798.1,AAEL008418
ENSMUSG00000021241,FBgn0039205,ENSPANG00000021012,LRR1,ENSRNOG00000042245,ENSDARG00000070286,AGAP007345,AAEL012460
ENSMUSG00000042350,FBgn0031384,ENSPANG00000021010,,ENSRNOG00000008405,ENSDARG00000070280,AAY21239.1,AAEL009732
ENSMUSG00000021243,FBgn0010520,ENSPANG00000020990,POLE2,ENSRNOG00000008637,ENSDARG00000086604,AAC47326.1,AAEL013640
ENSMUSG00000004789,FBgn0037891,ENSPANG00000020978,NEMF,ENSRNOG00000009006,ENSDARG00000029406,AAY24700.1,AAEL014798
ENSMUSG00000019235,FBgn0038588,ENSPANG00000020980,ARF6,ENSRNOG00000009474,ENSDARG00000088686,AAY21240.1,AAEL013640
ENSMUSG00000004788,FBgn0024996,ENSPANG00000020724,SOS2,ENSRNOG00000009857,ENSDARG00000105314,AAT51797.1,AAEL014798
ENSMUSG00000008822,FBgn0085190,ENSPANG00000020738,L2HGDH,ENSRNOG00000010038,ENSDARG00000099123,AAT51798.1,
ENSMUSG00000008822,FBgn0025115,ENSPANG00000020701,ATP5S,ENSRNOG00000012134,ENSDARG00000100906,AGAP007345,AAEL015122
ENSMUSG00000008822,FBgn0038363,,CDKL1,ENSRNOG00000012864,ENSDARG00000100279,AAY21239.1,AAEL002182
ENSMUSG00000034290,FBgn0045980,ENSPANG00000020623,MAP4K5,ENSRNOG00000030680,ENSDARG00000105400,AAC47326.1,
ENSMUSG00000021248,FBgn0045866,ENSPANG00000020523,ATL1,ENSRNOG00000014623,ENSDARG00000086552,AAY24700.1,AAEL001194
ENSMUSG00000034258,FBgn0033196,,NIN,ENSRNOG00000015329,ENSDARG00000100024,AAY21240.1,AAEL008028
ENSMUSG00000007867,FBgn0032446,ENSPANG00000020519,PYGL,ENSRNOG00000030058,ENSDARG00000105478,AAT51797.1,
ENSMUSG00000021255,FBgn0035849,ENSPANG00000020517,TRIM9,ENSRNOG00000047296,ENSDARG00000105366,AAT51798.1,AAEL010791
ENSMUSG00000034168,FBgn0030400,ENSPANG00000020562,TMX1,ENSRNOG00000052934,ENSDARG00000098595,AGAP007345,AAEL007661
ENSMUSG00000034145,FBgn0033259,ENSPANG00000020564,ACTR10,,ENSDARG00000103015,AAY21239.1,AAEL005303
ENSMUSG00000034126,FBgn0086368,ENSPANG00000020613,PSMA3,ENSRNOG00000003117,ENSDARG00000105444,AAC47326.1,AAEL001299
ENSMUSG00000021033,FBgn0037696,ENSPANG00000020614,TIMM9,ENSRNOG00000003491,ENSDARG00000075220,AAY24700.1,AAEL002155
ENSMUSG00000021033,FBgn0037697,,DAAM1,ENSRNOG00000055010,ENSDARG00000074260,AAY21240.1,AAEL000822
ENSMUSG00000021038,FBgn0039702,ENSPANG00000020503,JKAMP,ENSRNOG00000036745,ENSDARG00000091205,AAT51797.1,AAEL005343
ENSMUSG00000021037,FBgn0032961,ENSPANG00000020353,RTN1,ENSRNOG00000003827,ENSDARG00000068995,AAT51798.1,AAEL007884
ENSMUSG00000021036,FBgn0002524,ENSPANG00000014323,DHRS7,ENSRNOG00000049876,ENSDARG00000051770,AGAP007345,
ENSMUSG00000079036,FBgn0065035,ENSPANG00000014323,PPM1A,ENSRNOG00000004437,ENSDARG00000051775,AAY21239.1,AAEL002758
ENSMUSG00000021040,FBgn0037602,ENSPANG00000020323,MNAT1,ENSRNOG00000004720,ENSDARG00000068928,AAC47326.1,AAEL001473
ENSMUSG00000021040,FBgn0064117,ENSPANG00000020326,TRMT5,ENSRNOG00000004720,ENSDARG00000086304,AAY24700.1,AAEL005909
ENSMUSG00000021039,FBgn0004856,,KCNH5,ENSRNOG00000031213,ENSDARG00000070265,AAY21240.1,AAEL000412
ENSMUSG00000113805,FBgn0026250,,GPHB5,ENSRNOG00000002795,ENSDARG00000075379,AAT51797.1,AAEL013139
ENSMUSG00000079034,FBgn0026250,,WDR89,ENSRNOG00000033808,ENSDARG00000090182,AAT51798.1,AAEL001513
ENSMUSG00000113489,FBgn0022224,,MTHFD1,ENSRNOG00000032847,ENSDARG00000074937,AGAP007345,AAEL002581
ENSMUSG00000095724,FBgn0026250,ENSPANG00000020278,PPP1R36,ENSRNOG00000029377,ENSDARG00000051732,AAY21239.1,AAEL006554
ENSMUSG00000113201,FBgn0026250,ENSPANG00000020264,PPP1R36,ENSRNOG00000033484,ENSDARG00000051736,AAC47326.1,AAEL002488
ENSMUSG00000113951,FBgn0022224,ENSPANG00000020266,FNTB,ENSRNOG00000024578,ENSDARG00000051734,AAY24700.1,AAEL005532
ENSMUSG00000072905,FBgn0026250,ENSPANG00000020236,GPX2,ENSRNOG00000024578,ENSDARG00000070286,AAY21240.1,AAEL006580
ENSMUSG00000113971,FBgn0026250,ENSPANG00000020239,MAX,ENSRNOG00000024523,ENSDARG00000070280,AAT51797.1,AAEL011217
